squirrel_id,latitude,longitude,year,month,day
33H-AM-1019-02,40.7902561000937,-73.9565700386162,2018,10,19
29C-AM-1007-06,40.7891774637988,-73.9639159298446,2018,10,7
31H-PM-1008-02,40.7892508428622,-73.9574648097543,2018,10,8
8H-AM-1017-06,40.7705999588222,-73.970252675331,2018,10,17
34F-AM-1007-01,40.7918613498407,-73.9579645940414,2018,10,7
35C-PM-1013-03,40.7942883045566,-73.9602609920814,2018,10,13
2B-PM-1013-01,40.7686905339212,-73.9801666435401,2018,10,13
40B-AM-1019-03,40.7982886348696,-73.9584970643213,2018,10,19
3E-PM-1008-07,40.7681954366911,-73.9760298241178,2018,10,8
14F-AM-1007-05,40.7760432720017,-73.9690175838534,2018,10,7
6I-PM-1013-06,40.7690280985956,-73.9704082821356,2018,10,13
8B-PM-1012-02,40.7735232648872,-73.9768674812942,2018,10,12
3A-PM-1017-06,40.7698885241349,-73.9797084866613,2018,10,17
36I-AM-1017-02,40.7923130402793,-73.952819267977,2018,10,17
5E-AM-1008-06,40.7692602628745,-73.9745630038492,2018,10,8
5F-PM-1007-03,40.7689486657963,-73.9741824992294,2018,10,7
16E-PM-1018-06,40.7780143443779,-73.968381325559,2018,10,18
13F-AM-1007-02,40.7755898126674,-73.9694240327509,2018,10,7
20B-PM-1013-10,40.7828364735236,-73.9689000978955,2018,10,13
3A-PM-1017-05,40.7696753655986,-73.9804528867547,2018,10,17
33C-PM-1007-03,40.7922645521905,-73.96148483609,2018,10,7
38G-PM-1020-09,40.7947639241491,-73.9546654184146,2018,10,20
16G-PM-1017-01,40.7768804702473,-73.9667114027214,2018,10,17
35A-AM-1014-03,40.7951278622399,-73.9615696577673,2018,10,14
28C-PM-1006-01,40.7883840104749,-73.964474836001,2018,10,6
22A-AM-1008-05,40.7845301288163,-73.9688454483585,2018,10,8
40B-PM-1014-06,40.7980959471034,-73.9578237168359,2018,10,14
19C-PM-1018-01,40.7809719445309,-73.9688271202401,2018,10,18
15G-PM-1019-05,40.7766043512974,-73.9676410497481,2018,10,19
42E-PM-1012-06,40.7982162223764,-73.9541453465817,2018,10,12
5A-AM-1006-05,40.7715877863274,-73.9787180870736,2018,10,6
41D-AM-1014-01,40.7987384656256,-73.9551539498306,2018,10,14
21G-PM-1007-01,40.7813537959435,-73.9641971813967,2018,10,7
22F-AM-1007-01,40.7825111950764,-73.9639744005647,2018,10,7
38F-PM-1013-05,40.7950689723135,-73.9544007658685,2018,10,13
41B-PM-1014-01,40.799368134968,-73.9575986161364,2018,10,14
5C-AM-1006-05,40.7705846185121,-73.9764036522984,2018,10,6
31A-PM-1017-04,40.7917685404482,-73.9634623418761,2018,10,17
42G-AM-1018-03,40.7978449143313,-73.9521110154872,2018,10,18
37E-PM-1006-03,40.7948509408039,-73.9570437717691,2018,10,6
5C-PM-1010-13,40.7705409315703,-73.9763243383771,2018,10,10
15I-AM-1008-01,40.7755181941559,-73.9651754464439,2018,10,8
19B-PM-1018-01,40.7815739959357,-73.9700100617602,2018,10,18
13D-PM-1018-10,40.776238547063,-73.971905618214,2018,10,18
36I-PM-1007-10,40.7922896176936,-73.9530040923555,2018,10,7
41B-AM-1010-06,40.7988487300216,-73.9572093760529,2018,10,10
40D-PM-1013-01,40.7973923396512,-73.9566346046453,2018,10,13
38B-PM-1018-02,40.796382675378,-73.9592038887673,2018,10,18
13D-AM-1014-08,40.7763310392591,-73.9712527809516,2018,10,14
16G-AM-1010-03,40.7772624641112,-73.9671147090087,2018,10,10
40A-AM-1010-03,40.7982597947515,-73.9588660250232,2018,10,10
10B-PM-1014-05,40.7748467061969,-73.9746229094643,2018,10,14
2F-AM-1006-05,40.7662992317575,-73.9755560786227,2018,10,6
20B-AM-1007-01,40.7828208083804,-73.9696433533986,2018,10,7
26A-PM-1006-06,40.787896428768,-73.9664711607022,2018,10,6
11G-PM-1013-01,40.7728877377977,-73.9694168118643,2018,10,13
36I-PM-1007-13,40.7925807808307,-73.9528682507794,2018,10,7
7A-AM-1006-01,40.7724665036447,-73.9782417115139,2018,10,6
3D-PM-1010-03,40.7684838168207,-73.9768652785664,2018,10,10
35D-PM-1013-09,40.793758098573,-73.9590992841423,2018,10,13
18G-PM-1013-01,40.7787872561177,-73.9661361310677,2018,10,13
6F-PM-1008-01,40.7701304211944,-73.9730750601212,2018,10,8
9F-AM-1013-04,40.7720868124544,-73.971970670614,2018,10,13
38E-AM-1010-09,40.7951044378207,-73.95621174551,2018,10,10
39G-AM-1018-01,40.7952475548048,-73.9532620128307,2018,10,18
32G-PM-1013-03,40.7904409912437,-73.9576349321357,2018,10,13
4D-PM-1008-11,40.7686351097159,-73.9763430829342,2018,10,8
6H-AM-1008-01,40.7694886645194,-73.9714789136757,2018,10,8
15D-PM-1017-01,40.7773295419104,-73.9702348982803,2018,10,17
16E-AM-1014-03,40.7781658424866,-73.9686056085297,2018,10,14
39H-PM-1013-02,40.7949598486683,-73.9522142360388,2018,10,13
31A-AM-1010-04,40.7915700446878,-73.9637946878735,2018,10,10
9F-PM-1014-02,40.7723889726647,-73.9710991123992,2018,10,14
2F-AM-1006-01,40.7670090327736,-73.9756015005821,2018,10,6
20F-PM-1007-01,40.7809187761995,-73.9649632550828,2018,10,7
35E-PM-1006-01,40.7931529059779,-73.957219204335,2018,10,6
9G-AM-1007-04,40.7714534847379,-73.9712308864394,2018,10,7
5D-PM-1018-03,40.7701671581939,-73.9758676144255,2018,10,18
14F-PM-1012-06,40.7766356226979,-73.969058856545,2018,10,12
23F-AM-1018-01,40.7834051716226,-73.963846339804,2018,10,18
39A-PM-1014-02,40.7976368003915,-73.9597642778427,2018,10,14
13A-PM-1014-03,40.7771035589298,-73.9745691353018,2018,10,14
10B-AM-1006-02,40.7744174965072,-73.9748706415584,2018,10,6
38B-AM-1019-01,40.7969409510133,-73.9597205966324,2018,10,19
40B-AM-1019-02,40.7982737896998,-73.958535640774,2018,10,19
35D-PM-1013-04,40.7934123941528,-73.958770180151,2018,10,13
19C-PM-1018-04,40.7818038172275,-73.9690828325179,2018,10,18
10F-PM-1019-12,40.772473633538,-73.9708775864433,2018,10,19
40E-AM-1014-02,40.7970895007931,-73.9553811810434,2018,10,14
19B-AM-1019-02,40.7815277479588,-73.9700162034073,2018,10,19
41B-AM-1010-07,40.7990973804149,-73.9570528770427,2018,10,10
4G-AM-1006-02,40.7681257911523,-73.9735489537928,2018,10,6
12F-PM-1007-04,40.7743070423435,-73.9695507965155,2018,10,7
3B-AM-1010-08,40.7693708133873,-73.9787105069657,2018,10,10
38G-PM-1020-01,40.7941272599797,-73.9537691298752,2018,10,20
4D-PM-1008-06,40.7691725326976,-73.9764839973068,2018,10,8
3G-PM-1013-01,40.7673662611015,-73.9737773613311,2018,10,13
14G-PM-1013-01,40.7754186579647,-73.9679336341793,2018,10,13
5C-AM-1006-02,40.7709677983247,-73.9771614686616,2018,10,6
42H-AM-1019-02,40.7973106833951,-73.9510747586301,2018,10,19
38A-PM-1013-03,40.7973522744237,-73.9598015842806,2018,10,13
22C-AM-1013-03,40.7837103696906,-73.9679538163341,2018,10,13
36F-PM-1012-04,40.7936055508162,-73.9564724104048,2018,10,12
5C-AM-1006-03,40.7709961309457,-73.9770824412252,2018,10,6
10F-PM-1019-02,40.7725506006789,-73.9710760196868,2018,10,19
5I-PM-1008-01,40.7676902603543,-73.9711298491132,2018,10,8
21G-AM-1014-07,40.7809747900833,-73.9638837160341,2018,10,14
22B-PM-1014-05,40.7838472644815,-73.968367485157,2018,10,14
3D-AM-1006-08,40.7679895093963,-73.9772576561244,2018,10,6
3E-PM-1008-03,40.7682404528903,-73.9761209945419,2018,10,8
17F-PM-1020-03,40.7787752287055,-73.967181612203,2018,10,20
22D-PM-1012-04,40.7839384318554,-73.9665709146738,2018,10,12
42G-PM-1014-03,40.7975076299811,-73.9520592496349,2018,10,14
2H-AM-1006-02,40.7659963196581,-73.9731498064872,2018,10,6
36I-AM-1017-05,40.7924167234441,-73.9527808174534,2018,10,17
32B-AM-1017-03,40.7921524868211,-73.9624184586031,2018,10,17
37E-PM-1006-04,40.7949401350882,-73.9568343093228,2018,10,6
12B-AM-1007-02,40.7758134257881,-73.9741401377844,2018,10,7
14A-PM-1014-01,40.7786338379896,-73.9737266070919,2018,10,14
9B-PM-1013-07,40.7742035674209,-73.9760942252437,2018,10,13
8C-PM-1013-05,40.7725957408841,-73.9758464905133,2018,10,13
6B-PM-1017-04,40.7717708794221,-73.9767080512177,2018,10,17
5D-AM-1020-02,40.7703573131398,-73.9760256477558,2018,10,20
40A-AM-1010-04,40.7982632456866,-73.9590236602085,2018,10,10
4E-AM-1020-01,40.7685619029765,-73.9754778808471,2018,10,20
2D-PM-1012-02,40.7680931566797,-73.9779805668091,2018,10,12
6F-PM-1008-05,40.7694584620114,-73.9733117663541,2018,10,8
10B-PM-1014-02,40.7743284123118,-73.9751729403694,2018,10,14
3C-PM-1008-02,40.7684918638639,-73.9786339295735,2018,10,8
7F-AM-1008-02,40.7703022669308,-73.9726747666002,2018,10,8
38D-AM-1017-02,40.7964221087879,-73.9570817579092,2018,10,17
10C-PM-1013-04,40.7749628597465,-73.974420668782,2018,10,13
26I-PM-1010-02,40.7847591558491,-73.9589627056561,2018,10,10
3D-AM-1006-03,40.7684035996758,-73.9773317054464,2018,10,6
37H-AM-1018-03,40.7932564163328,-73.9534333425633,2018,10,18
6A-AM-1006-06,40.7724769242403,-73.978436117932,2018,10,6
32I-AM-1013-05,40.788973931872,-73.9552861155228,2018,10,13
2E-PM-1014-05,40.7670538214988,-73.9771069181511,2018,10,14
5E-PM-1012-02,40.7696998327247,-73.9754742295091,2018,10,12
15F-AM-1007-09,40.7768612676036,-73.968107276769,2018,10,7
31F-PM-1007-01,40.7891708599318,-73.9591400366159,2018,10,7
8B-PM-1012-03,40.7730786298701,-73.9767191629692,2018,10,12
23D-AM-1013-01,40.7844085550945,-73.9661262885099,2018,10,13
39H-PM-1013-01,40.794937340845,-73.9521950056404,2018,10,13
30B-PM-1019-08,40.7909532437095,-73.9639832886071,2018,10,19
4F-PM-1013-04,40.7686520352868,-73.974467903723,2018,10,13
35A-AM-1014-05,40.79525566925,-73.9619070229674,2018,10,14
5A-PM-1010-01,40.7707526535381,-73.9787796921165,2018,10,10
37C-PM-1013-03,40.7960322222949,-73.9587401274261,2018,10,13
10G-PM-1017-06,40.7730973282423,-73.9701575891098,2018,10,17
37G-PM-1007-07,40.7938937756332,-73.9547336666137,2018,10,7
11G-AM-1012-01,40.7731708333242,-73.9691433356733,2018,10,12
20A-AM-1010-02,40.7828097939777,-73.9709281471442,2018,10,10
15A-PM-1017-01,40.7786640676355,-73.9731113265165,2018,10,17
16E-AM-1014-02,40.77809016436,-73.9684254196866,2018,10,14
37E-PM-1006-06,40.7947887062326,-73.9560679864426,2018,10,6
22C-AM-1013-01,40.7837388390673,-73.9679661308374,2018,10,13
16F-PM-1013-02,40.7772529662424,-73.9674069524601,2018,10,13
8H-AM-1017-04,40.7705202790525,-73.9696173677837,2018,10,17
1G-PM-1010-01,40.7656644063024,-73.9756573579063,2018,10,10
20A-PM-1017-01,40.7828893645197,-73.9700691629574,2018,10,17
37E-PM-1006-09,40.7944359654227,-73.957342596188,2018,10,6
35D-PM-1013-03,40.7937473968735,-73.9586214081667,2018,10,13
36I-AM-1017-06,40.7924984810637,-73.9528149779809,2018,10,17
3I-PM-1013-07,40.7664227676653,-73.9717425494287,2018,10,13
12G-PM-1007-04,40.7741725190048,-73.9695176417703,2018,10,7
4D-PM-1008-08,40.7694522315322,-73.9762348224648,2018,10,8
39H-AM-1007-02,40.7949231000186,-73.9523001834395,2018,10,7
8C-PM-1013-08,40.7724101927821,-73.9750283794865,2018,10,13
10I-AM-1010-03,40.7718679848978,-73.9683965841952,2018,10,10
32I-AM-1013-01,40.7887305802044,-73.9554095823557,2018,10,13
19B-PM-1018-05,40.7820810673532,-73.9696001184129,2018,10,18
38C-AM-1019-07,40.796014459571,-73.958356112357,2018,10,19
19H-AM-1010-05,40.7790583544252,-73.9646610347972,2018,10,10
32D-PM-1006-09,40.7917243850136,-73.960601067176,2018,10,6
39G-PM-1013-04,40.7956055442,-73.9539734770934,2018,10,13
38G-PM-1020-10,40.7951556603245,-73.9540616660191,2018,10,20
12A-PM-1013-04,40.7768690723163,-73.9743990576746,2018,10,13
19F-AM-1007-02,40.7797516688844,-73.9659034359706,2018,10,7
36E-AM-1013-03,40.7944044592573,-73.9573469787503,2018,10,13
32F-AM-1012-01,40.7908135158551,-73.9587879699956,2018,10,12
39G-PM-1013-07,40.7959052073753,-73.9534306291679,2018,10,13
21E-PM-1012-02,40.7819296887147,-73.9652357279671,2018,10,12
14D-AM-1014-03,40.7767695507462,-73.9708969246276,2018,10,14
39F-PM-1006-03,40.7954469678857,-73.95448101115,2018,10,6
10F-PM-1019-11,40.7731723757869,-73.9705123624953,2018,10,19
27A-PM-1006-01,40.7882333830729,-73.9667560049684,2018,10,6
6A-AM-1006-03,40.7715896672335,-73.9782351435852,2018,10,6
27I-PM-1020-05,40.7852649316039,-73.9583101927652,2018,10,20
10A-PM-1014-04,40.7748455340432,-73.9765595553183,2018,10,14
14I-PM-1018-05,40.7752456763263,-73.965509576403,2018,10,18
1H-AM-1012-01,40.7652585501959,-73.9744960829844,2018,10,12
30E-AM-1008-01,40.7889849108637,-73.9605966636226,2018,10,8
16A-PM-1019-04,40.7796833353894,-73.9730224561601,2018,10,19
8B-PM-1012-06,40.7733240612552,-73.9759432151552,2018,10,12
8F-PM-1012-03,40.7715792113505,-73.9724452296309,2018,10,12
11E-AM-1013-02,40.7745520717065,-73.9712971568288,2018,10,13
37G-PM-1007-09,40.7940915300678,-73.9542990150586,2018,10,7
15F-AM-1007-04,40.7767834276767,-73.9689657039917,2018,10,7
13E-AM-1017-08,40.7759255131734,-73.9707471099503,2018,10,17
14D-AM-1014-10,40.7771924214236,-73.9713330594434,2018,10,14
7H-AM-1006-06,40.7698103067062,-73.970540988328,2018,10,6
41C-PM-1007-04,40.799035789744,-73.9566751022336,2018,10,7
29B-PM-1010-05,40.7900337598704,-73.9639635134738,2018,10,10
15B-PM-1017-05,40.7790131966689,-73.9724801784201,2018,10,17
18I-AM-1017-03,40.7777291777901,-73.9635658786416,2018,10,17
12D-PM-1014-02,40.7753181851766,-73.9716404781264,2018,10,14
35E-PM-1006-02,40.7931917396406,-73.9571407991577,2018,10,6
32B-AM-1017-04,40.792184861375,-73.9623696148045,2018,10,17
38C-AM-1019-01,40.7966120824816,-73.9576035072364,2018,10,19
10G-PM-1017-02,40.7720905395472,-73.970315671921,2018,10,17
7A-AM-1006-02,40.7725000348875,-73.9781303869038,2018,10,6
32I-AM-1013-02,40.788852000621,-73.9556817958407,2018,10,13
8C-PM-1013-04,40.7732918122239,-73.9752000129992,2018,10,13
13E-PM-1008-10,40.7758322627711,-73.9698817079185,2018,10,8
5E-AM-1008-09,40.769499790547,-73.9757001944781,2018,10,8
39B-PM-1014-06,40.7978213396921,-73.9584835416846,2018,10,14
32D-PM-1006-07,40.7917320450401,-73.9606817053484,2018,10,6
8E-PM-1008-01,40.7724155751282,-73.9735946835545,2018,10,8
33E-PM-1012-01,40.7912631913057,-73.9588358879692,2018,10,12
22C-AM-1013-02,40.7836626717225,-73.968045072743,2018,10,13
3B-PM-1007-01,40.7692134727555,-73.979316275899,2018,10,7
40E-AM-1014-01,40.7974681522214,-73.9550351380957,2018,10,14
8E-PM-1008-08,40.7717179627127,-73.9733966282316,2018,10,8
2C-AM-1010-03,40.7676104780657,-73.9790875480358,2018,10,10
1B-AM-1012-12,40.7680707516627,-73.9802376131034,2018,10,12
38C-PM-1014-06,40.7965525296722,-73.9577212629651,2018,10,14
4I-PM-1007-03,40.7667681685356,-73.9719888241794,2018,10,7
12G-PM-1007-06,40.7739714023732,-73.9686737866872,2018,10,7
9B-PM-1013-10,40.7738473490681,-73.9763433202401,2018,10,13
22D-PM-1012-01,40.7825926896917,-73.965862100991,2018,10,12
38A-PM-1013-01,40.7973215935416,-73.9597470659927,2018,10,13
14F-PM-1012-01,40.7762491903691,-73.9680774548516,2018,10,12
1D-AM-1006-09,40.7671937837017,-73.9786603147149,2018,10,6
3B-PM-1007-07,40.7689419765393,-73.9787658435198,2018,10,7
22G-PM-1018-03,40.7818422357619,-73.9633760173635,2018,10,18
27I-PM-1020-01,40.7851491701944,-73.9584024936392,2018,10,20
8H-PM-1014-03,40.7708211633861,-73.9698934182612,2018,10,14
7I-PM-1013-05,40.7694484997295,-73.9702788578386,2018,10,13
35E-PM-1006-03,40.7930844158021,-73.9573604880421,2018,10,6
1D-AM-1006-02,40.7669087724668,-73.9777328709928,2018,10,6
14H-PM-1012-01,40.7750878657618,-73.9671851611243,2018,10,12
14H-AM-1007-04,40.7756361515825,-73.9664630067791,2018,10,7
8I-PM-1013-01,40.769737659647,-73.9694630409125,2018,10,13
9B-PM-1013-02,40.7738518843446,-73.9756754297747,2018,10,13
8B-PM-1012-08,40.773296289824,-73.9756557086441,2018,10,12
13B-PM-1008-01,40.7769889953596,-73.9741944367138,2018,10,8
21G-AM-1014-02,40.7807994595242,-73.96362827608,2018,10,14
10G-PM-1017-08,40.7723689301989,-73.9710116801402,2018,10,17
10B-PM-1014-01,40.7746064363227,-73.9757436019432,2018,10,14
9B-PM-1013-03,40.7737231427345,-73.9757787135906,2018,10,13
34H-AM-1007-01,40.7913335515534,-73.9558474701153,2018,10,7
7H-AM-1006-11,40.7697928730791,-73.9702963056917,2018,10,6
8E-PM-1008-05,40.7716297491384,-73.9734695768004,2018,10,8
4A-PM-1007-03,40.7707837657859,-73.9793952066038,2018,10,7
42F-PM-1017-02,40.7977257435263,-73.9525747516914,2018,10,17
33E-AM-1014-05,40.791240542172,-73.9589770206691,2018,10,14
22F-AM-1007-05,40.782087049693,-73.9642717435966,2018,10,7
5F-AM-1007-04,40.7691801644292,-73.9742973420446,2018,10,7
13D-PM-1018-08,40.7760799537976,-73.9720887275538,2018,10,18
18I-PM-1007-09,40.7778316005464,-73.9641462360541,2018,10,7
9F-PM-1014-04,40.7720375135272,-73.9714057327159,2018,10,14
12H-PM-1007-04,40.7738535171265,-73.9678774314725,2018,10,7
8F-PM-1012-05,40.7713889729739,-73.9725906016474,2018,10,12
13E-PM-1008-06,40.7760473872395,-73.9706929341294,2018,10,8
21F-AM-1018-02,40.7813829172072,-73.9644293195773,2018,10,18
31E-PM-1006-02,40.789911786416,-73.959514034869,2018,10,6
19F-PM-1017-01,40.7797243033057,-73.965848283831,2018,10,17
6F-PM-1008-06,40.7694500333777,-73.9735750352959,2018,10,8
42D-PM-1013-03,40.798525897229,-73.9549135206961,2018,10,13
13I-PM-1008-01,40.7742569936186,-73.9661785940531,2018,10,8
27A-AM-1008-02,40.7887844904695,-73.9664450399121,2018,10,8
24A-AM-1014-01,40.7862652300082,-73.9683041099256,2018,10,14
37D-AM-1018-01,40.7948709900016,-73.9579724119943,2018,10,18
1D-PM-1007-06,40.7672382282781,-73.9780659679557,2018,10,7
13D-PM-1018-02,40.776120280884,-73.9717201378775,2018,10,18
36D-AM-1007-01,40.794431473386,-73.9581243021722,2018,10,7
7H-AM-1006-15,40.7701011774207,-73.9702721244652,2018,10,6
39G-PM-1013-05,40.7955226178199,-73.9540652304705,2018,10,13
12F-PM-1007-05,40.7742186391935,-73.9697855573137,2018,10,7
8I-AM-1006-08,40.769923269444,-73.9690968160819,2018,10,6
12F-AM-1020-06,40.7751110354034,-73.9701481200298,2018,10,20
42D-PM-1013-01,40.7987031768001,-73.954482814186,2018,10,13
38D-PM-1006-01,40.7956599608798,-73.9569403365847,2018,10,6
16A-PM-1019-07,40.7801213843628,-73.9721797824576,2018,10,19
