squirrel_id,primary_colour,black,cinnamon,gray,white
6A-AM-1006-06,Gray,False,True,False,True
32I-AM-1013-05,Cinnamon,False,False,True,False
2E-PM-1014-05,Cinnamon,False,False,True,False
5E-PM-1012-02,Cinnamon,False,False,True,True
15F-AM-1007-09,Cinnamon,False,False,False,True
31F-PM-1007-01,Gray,False,False,False,True
8B-PM-1012-03,Gray,False,True,False,True
23D-AM-1013-01,Gray,False,True,False,False
39H-PM-1013-01,Gray,False,False,False,True
30B-PM-1019-08,Gray,False,True,False,True
4F-PM-1013-04,Gray,False,True,False,False
35A-AM-1014-05,Gray,False,False,False,True
5A-PM-1010-01,Gray,False,False,False,True
37C-PM-1013-03,Gray,False,False,False,True
10G-PM-1017-06,Gray,False,True,False,False
37G-PM-1007-07,Gray,False,True,False,False
11G-AM-1012-01,Gray,False,True,False,False
20A-AM-1010-02,Gray,False,True,False,False
15A-PM-1017-01,Gray,False,True,False,True
16E-AM-1014-02,Gray,False,True,False,False
37E-PM-1006-06,Cinnamon,False,False,True,False
22C-AM-1013-01,Gray,False,True,False,False
16F-PM-1013-02,Gray,False,True,False,False
8H-AM-1017-04,Gray,False,True,False,False
1G-PM-1010-01,Gray,False,False,False,True
20A-PM-1017-01,Gray,False,True,False,False
37E-PM-1006-09,Cinnamon,False,False,True,False
35D-PM-1013-03,Gray,False,False,False,True
36I-AM-1017-06,Gray,True,False,False,False
3I-PM-1013-07,Gray,True,False,False,False
12G-PM-1007-04,Gray,False,True,False,False
4D-PM-1008-08,Cinnamon,False,False,True,True
39H-AM-1007-02,Gray,False,True,False,False
8C-PM-1013-08,Cinnamon,False,False,True,False
10I-AM-1010-03,Gray,False,False,False,True
32I-AM-1013-01,Gray,False,True,False,False
19B-PM-1018-05,Gray,False,True,False,True
38C-AM-1019-07,Gray,False,True,False,False
19H-AM-1010-05,Gray,False,True,False,False
32D-PM-1006-09,Gray,True,True,False,True
39G-PM-1013-04,Gray,False,True,False,False
38G-PM-1020-10,Gray,False,True,False,True
12A-PM-1013-04,Gray,False,True,False,False
19F-AM-1007-02,Cinnamon,False,False,True,False
36E-AM-1013-03,Gray,False,False,False,True
32F-AM-1012-01,Gray,False,True,False,False
39G-PM-1013-07,Gray,False,True,False,False
21E-PM-1012-02,Gray,True,True,False,True
14D-AM-1014-03,Gray,False,True,False,True
39F-PM-1006-03,Gray,False,False,False,True
10F-PM-1019-11,Gray,False,True,False,False
27A-PM-1006-01,Gray,False,True,False,False
6A-AM-1006-03,Gray,False,True,False,True
27I-PM-1020-05,Gray,False,True,False,False
10A-PM-1014-04,Gray,False,True,False,False
14I-PM-1018-05,Gray,False,True,False,False
1H-AM-1012-01,Gray,False,True,False,True
30E-AM-1008-01,Gray,False,False,False,True
16A-PM-1019-04,Gray,False,True,False,False
8B-PM-1012-06,Gray,False,True,False,True
8F-PM-1012-03,Gray,False,True,False,False
11E-AM-1013-02,Gray,True,False,False,False
37G-PM-1007-09,Cinnamon,False,False,False,True
15F-AM-1007-04,Cinnamon,False,False,False,True
13E-AM-1017-08,Gray,False,True,False,False
14D-AM-1014-10,Gray,False,True,False,True
7H-AM-1006-06,Gray,False,True,False,False
41C-PM-1007-04,Gray,False,False,False,True
29B-PM-1010-05,Gray,False,True,False,True
15B-PM-1017-05,Gray,False,False,False,True
18I-AM-1017-03,Cinnamon,True,False,False,False
12D-PM-1014-02,Gray,False,False,False,True
35E-PM-1006-02,Gray,False,True,False,True
32B-AM-1017-04,Gray,False,True,False,False
38C-AM-1019-01,Gray,False,False,False,True
10G-PM-1017-02,Gray,False,True,False,False
7A-AM-1006-02,Gray,False,True,False,False
32I-AM-1013-02,Gray,False,True,False,False
8C-PM-1013-04,Cinnamon,False,False,False,True
13E-PM-1008-10,Cinnamon,False,False,False,True
5E-AM-1008-09,Cinnamon,False,False,True,False
39B-PM-1014-06,Gray,False,True,False,False
32D-PM-1006-07,Gray,True,True,False,True
8E-PM-1008-01,Gray,False,False,False,True
33E-PM-1012-01,Gray,False,False,False,True
22C-AM-1013-02,Cinnamon,False,False,True,False
3B-PM-1007-01,Gray,False,False,False,True
40E-AM-1014-01,Gray,False,False,False,True
8E-PM-1008-08,Gray,False,False,False,True
2C-AM-1010-03,Black,False,False,True,False
1B-AM-1012-12,Cinnamon,False,False,True,False
38C-PM-1014-06,Gray,False,True,False,False
4I-PM-1007-03,Gray,False,True,False,True
12G-PM-1007-06,Gray,False,True,False,False
9B-PM-1013-10,Cinnamon,False,False,True,False
22D-PM-1012-01,Gray,True,False,False,True
38A-PM-1013-01,Gray,False,True,False,False
14F-PM-1012-01,Gray,False,True,False,False
1D-AM-1006-09,Cinnamon,False,False,False,True
3B-PM-1007-07,Gray,False,False,False,True
22G-PM-1018-03,Gray,False,True,False,False
27I-PM-1020-01,Gray,False,False,False,True
8H-PM-1014-03,Gray,False,True,False,False
7I-PM-1013-05,Gray,False,True,False,False
35E-PM-1006-03,Gray,False,True,False,False
1D-AM-1006-02,Gray,False,True,False,False
14H-PM-1012-01,Gray,True,True,False,True
14H-AM-1007-04,Gray,False,False,False,True
8I-PM-1013-01,Gray,False,True,False,True
9B-PM-1013-02,Cinnamon,False,False,True,False
8B-PM-1012-08,Cinnamon,False,False,False,True
13B-PM-1008-01,Gray,False,False,False,True
21G-AM-1014-02,Gray,False,False,False,True
10G-PM-1017-08,Black,False,True,False,False
10B-PM-1014-01,Gray,False,False,False,True
9B-PM-1013-03,Cinnamon,False,False,True,False
34H-AM-1007-01,Gray,False,True,False,False
7H-AM-1006-11,Gray,False,True,False,False
8E-PM-1008-05,Gray,False,False,False,True
4A-PM-1007-03,Gray,False,False,False,True
42F-PM-1017-02,Gray,False,True,False,False
33E-AM-1014-05,Gray,False,False,False,True
22F-AM-1007-05,Gray,False,False,False,True
5F-AM-1007-04,Gray,False,True,False,False
13D-PM-1018-08,Gray,False,True,False,True
18I-PM-1007-09,Gray,False,True,False,False
9F-PM-1014-04,Gray,False,True,False,False
12H-PM-1007-04,Gray,False,True,False,False
8F-PM-1012-05,Gray,False,True,False,False
13E-PM-1008-06,Gray,False,False,False,True
21F-AM-1018-02,Gray,False,True,False,False
31E-PM-1006-02,Gray,False,True,False,False
19F-PM-1017-01,Gray,False,True,False,False
6F-PM-1008-06,Cinnamon,False,False,True,True
42D-PM-1013-03,Gray,False,True,False,False
13I-PM-1008-01,Gray,False,True,False,False
27A-AM-1008-02,Cinnamon,False,False,False,True
24A-AM-1014-01,Gray,False,False,False,True
37D-AM-1018-01,Gray,False,False,False,True
1D-PM-1007-06,Gray,False,False,False,True
13D-PM-1018-02,Gray,False,False,False,True
36D-AM-1007-01,Cinnamon,False,False,True,False
7H-AM-1006-15,Gray,False,True,False,False
39G-PM-1013-05,Gray,False,True,False,False
12F-PM-1007-05,Gray,False,False,False,True
8I-AM-1006-08,Gray,False,True,False,False
12F-AM-1020-06,Cinnamon,False,False,False,True
42D-PM-1013-01,Gray,False,True,False,False
38D-PM-1006-01,Gray,False,True,False,False
16A-PM-1019-07,Gray,False,True,False,True
4B-AM-1010-03,Gray,False,False,False,True
14H-AM-1007-02,Gray,False,True,False,False
11I-AM-1012-02,Cinnamon,False,False,False,True
7H-AM-1006-04,Gray,False,True,False,False
36A-AM-1018-01,Gray,False,False,False,True
2D-AM-1007-06,Gray,False,True,False,True
6A-PM-1012-04,Cinnamon,False,False,False,True
3D-AM-1006-04,Cinnamon,False,False,True,False
40A-PM-1014-06,Gray,False,True,False,True
1B-PM-1019-06,Cinnamon,False,False,False,True
18F-AM-1014-01,Gray,False,False,False,True
16H-PM-1014-04,Gray,False,True,False,False
13D-AM-1014-06,Gray,False,True,False,False
33D-PM-1006-02,Gray,False,True,False,False
37H-PM-1006-02,Gray,False,True,False,False
12H-PM-1007-02,Gray,False,True,False,False
21F-AM-1018-05,Cinnamon,False,False,True,False
1G-AM-1006-02,Gray,False,False,False,True
18I-AM-1017-02,Gray,True,False,False,False
32B-AM-1017-02,Gray,False,True,False,False
3D-PM-1010-12,Cinnamon,False,False,False,True
35C-PM-1013-02,Gray,False,True,False,False
37B-PM-1013-05,Gray,False,True,False,False
41D-PM-1014-03,Gray,False,False,False,True
7D-PM-1010-01,Gray,False,False,False,True
7D-PM-1010-01,Gray,False,False,False,True
7D-PM-1010-01,Gray,False,False,False,True
7D-PM-1010-01,Gray,False,False,False,True
8G-PM-1017-01,Gray,False,True,False,True
4C-PM-1010-06,Gray,False,True,False,False
1C-PM-1013-06,Gray,False,True,False,True
40G-AM-1007-02,Cinnamon,False,False,True,False
22G-AM-1018-05,Gray,False,True,False,False
23E-PM-1006-01,Gray,False,True,False,False
14D-AM-1014-16,Gray,False,True,False,True
11H-AM-1010-05,Gray,False,False,False,True
19F-PM-1017-04,Gray,False,True,False,False
30A-AM-1010-01,Cinnamon,False,False,True,False
40D-PM-1013-05,Gray,False,True,False,False
11H-AM-1010-04,Gray,False,False,False,True
41D-AM-1014-05,Gray,True,False,False,False
9C-PM-1006-01,Gray,False,True,False,True
35A-AM-1014-04,Gray,False,True,False,True
16B-AM-1014-01,Gray,False,True,False,False
11A-PM-1013-01,Cinnamon,False,False,True,False
38E-AM-1010-07,Gray,False,True,False,False
36G-PM-1012-01,Gray,False,False,False,True
21F-PM-1018-03,Gray,False,True,False,False
21H-AM-1017-02,Cinnamon,False,False,True,False
22F-AM-1007-02,Gray,False,True,False,False
15F-AM-1007-02,Gray,False,True,False,False
13D-PM-1018-09,Gray,False,False,False,True
3B-AM-1010-01,Cinnamon,False,False,True,False
40B-PM-1014-01,Gray,False,True,False,False
41A-PM-1007-03,Gray,False,False,False,True
3I-PM-1013-05,Gray,False,True,False,False
33C-AM-1012-02,Gray,False,True,False,False
9B-PM-1013-04,Gray,True,False,False,False
1C-AM-1012-01,Gray,True,True,False,True
3F-AM-1006-09,Gray,False,True,False,True
22D-PM-1012-05,Gray,True,True,False,True
5C-PM-1010-10,Gray,False,True,False,False
9G-PM-1007-05,Gray,False,False,False,True
1D-PM-1007-03,Gray,False,False,False,True
35A-AM-1014-06,Gray,False,True,False,False
42I-PM-1014-03,Gray,False,True,False,False
10B-PM-1014-03,Gray,False,False,False,True
41D-PM-1014-01,Gray,False,True,False,False
35A-PM-1013-12,Gray,False,True,False,False
2C-PM-1013-08,Gray,False,False,False,True
22F-AM-1007-07,Cinnamon,False,False,True,False
6A-AM-1006-04,Gray,False,False,False,True
6A-PM-1012-05,Cinnamon,False,False,False,True
37G-PM-1007-03,Gray,False,True,False,False
13D-PM-1018-13,Gray,False,True,False,True
14B-PM-1014-06,Gray,False,True,False,False
7E-PM-1013-05,Gray,False,True,False,False
9A-AM-1013-11,Gray,False,True,False,False
11D-AM-1010-06,Gray,False,True,False,False
1A-PM-1014-02,Cinnamon,False,False,False,True
42G-PM-1014-01,Gray,False,False,False,True
9I-PM-1010-07,Gray,False,False,False,True
37G-PM-1007-04,Cinnamon,False,False,True,False
35E-AM-1020-03,Gray,False,True,False,False
8F-PM-1012-01,Gray,False,True,False,False
29C-AM-1007-03,Gray,False,True,False,False
12G-PM-1007-05,Gray,False,True,False,False
18H-PM-1014-03,Gray,False,True,False,False
15I-AM-1008-02,Gray,False,True,False,False
42C-AM-1007-04,Gray,False,True,False,True
5C-PM-1010-04,Gray,False,True,False,False
14I-PM-1018-06,Cinnamon,True,False,False,False
9B-PM-1013-01,Gray,False,True,False,False
31D-AM-1014-02,Gray,False,False,False,True
5C-PM-1010-11,Cinnamon,False,False,True,False
16C-AM-1014-04,Gray,True,False,False,False
5D-PM-1018-04,Gray,False,False,False,True
36B-PM-1013-03,Gray,False,True,False,False
40C-AM-1017-02,Gray,False,True,False,True
28I-AM-1013-01,Gray,False,True,False,False
38F-AM-1018-04,Gray,False,True,False,False
26A-AM-1014-01,Gray,False,True,False,False
17F-PM-1020-04,Gray,False,True,False,False
11A-PM-1013-03,Cinnamon,False,False,True,False
6A-PM-1012-07,Cinnamon,False,False,False,True
17A-AM-1017-01,Gray,False,True,False,False
40C-AM-1017-07,Gray,False,True,False,True
8A-PM-1014-01,Gray,False,False,False,True
13C-PM-1019-05,Gray,False,True,False,False
41E-PM-1013-05,Gray,False,True,False,True
3H-AM-1008-05,Gray,False,True,False,False
40E-AM-1014-03,Gray,False,False,False,True
2A-AM-1010-02,Gray,False,True,False,False
3A-PM-1017-03,Cinnamon,False,False,True,False
9A-AM-1013-04,Gray,False,True,False,False
9E-PM-1014-02,Gray,True,True,False,False
14G-AM-1012-02,Gray,False,True,False,False
38D-AM-1017-03,Gray,False,False,False,True
22F-AM-1007-03,Cinnamon,False,False,True,True
3H-PM-1014-07,Gray,False,False,False,True
28D-AM-1012-04,Cinnamon,False,False,False,True
1B-AM-1012-10,Gray,False,True,False,True
32D-PM-1006-04,Gray,False,True,False,True
34E-PM-1006-01,Gray,True,True,False,True
2D-AM-1007-01,Gray,False,True,False,True
3A-PM-1017-08,Cinnamon,True,False,False,False
4C-PM-1010-11,Gray,False,True,False,False
40E-PM-1017-02,Gray,False,True,False,True
38E-AM-1010-02,Gray,False,True,False,False
32I-AM-1013-04,Gray,False,True,False,False
19F-PM-1017-06,Gray,False,True,False,False
13E-AM-1017-11,Gray,False,True,False,False
14F-PM-1012-07,Cinnamon,False,False,True,True
19F-AM-1007-01,Cinnamon,False,False,True,False
