squirrel_id,latitude,longitude
A-01-01,40.85941,-73.933936
A-01-02,40.859436,-73.933937
A-01-03,40.859416,-73.933894
A-01-04,40.859418,-73.933895
A-01-05,40.859493,-73.93359
A-01-06,40.860825,-73.932871
A-01-07,40.860225,-73.933143
A-01-08,40.859965,-73.933412
A-01-09,40.859892,-73.933326
A-01-10,40.859636,-73.933717
A-01-11,40.859576,-73.933738
A-01-12,40.859989,-73.934544
A-02-01,40.845749,-73.9407
A-02-02,40.845875,-73.940808
A-02-04,40.846088,-73.940613
A-02-05,40.846088,-73.940613
A-02-06,40.846088,-73.940613
A-02-08,40.846222,-73.94094
A-02-09,40.846197,-73.941026
A-02-10,40.846185,-73.940613
A-02-11,40.846271,-73.940579
A-02-12,40.846332,-73.940369
A-02-13,40.846332,-73.940369
A-02-14,40.846332,-73.940369
A-02-15,40.846458,-73.94103
A-02-16,40.846417,-73.941115
A-02-17,40.846296,-73.941132
A-02-18,40.846064,-73.941497
A-02-19,40.846065,-73.941498
A-02-20,40.847296,-73.942061
A-02-21,40.847259,-73.941598
A-02-22,40.84719,-73.941308
A-02-23,40.84719,-73.941308
A-02-24,40.847113,-73.940937
A-03-01,40.841178,-73.935482
A-03-02,40.841204,-73.935434
A-03-05,40.841359,-73.934339
A-03-06,40.841375,-73.934242
A-03-07,40.841375,-73.934242
A-03-08,40.842308,-73.933061
A-03-10,40.842511,-73.932916
A-03-11,40.842673,-73.932793
A-03-12,40.842795,-73.933002
A-03-14,40.842327,-73.934269
A-03-16,40.842769,-73.934478
A-04-01,40.817593,-73.948855
A-04-02,40.817719,-73.948855
A-04-03,40.817719,-73.948914
A-04-04,40.817711,-73.949118
A-04-05,40.817569,-73.948931
A-04-06,40.817544,-73.949016
A-04-07,40.817544,-73.949016
A-04-08,40.817479,-73.949006
A-04-09,40.816685,-73.949689
A-04-10,40.816677,-73.949549
A-04-11,40.816555,-73.949609
A-04-12,40.816506,-73.949587
A-04-13,40.816425,-73.949474
A-04-14,40.818308,-73.948952
A-04-15,40.818263,-73.948909
A-06-01,40.804912,-73.943735
A-06-02,40.804912,-73.943736
A-06-03,40.804913,-73.943735
A-06-04,40.804915,-73.943737
A-06-05,40.804916,-73.943735
A-06-06,40.804914,-73.943736
A-06-07,40.804917,-73.943737
A-06-09,40.804701,-73.944118
A-06-10,40.804746,-73.94374
A-06-11,40.804912,-73.94408
A-06-12,40.804729,-73.944053
A-06-18,40.803616,-73.944464
A-06-19,40.803413,-73.944207
A-06-20,40.80338,-73.944148
A-06-21,40.803392,-73.944228
A-06-22,40.803794,-73.944003
A-06-23,40.803795,-73.944003
A-06-24,40.803794,-73.944004
A-06-25,40.803794,-73.944005
A-06-26,40.803796,-73.944003
A-06-27,40.803795,-73.944004
A-06-28,40.80362,-73.944067
A-06-29,40.80352,-73.943629
A-06-30,40.803507,-73.943661
A-06-34,40.804878,-73.942781
B-07-08,40.742807,-73.988435
B-08-01,40.735981,-73.99062
B-08-02,40.735847,-73.990115
B-09-01,40.733753,-73.983682
B-09-02,40.733648,-73.983483
B-09-03,40.733631,-73.983419
B-09-04,40.733546,-73.983263
B-09-06,40.733648,-73.984294
B-09-07,40.733737,-73.98438
B-09-08,40.733501,-73.984417
B-09-09,40.733575,-73.984391
B-09-10,40.733506,-73.984553
B-09-11,40.733619,-73.984708
B-09-12,40.733648,-73.984638
B-09-14,40.733932,-73.984612
B-09-18,40.73403,-73.984199
B-09-20,40.734314,-73.984231
B-09-23,40.734335,-73.984038
B-09-24,40.734383,-73.984118
B-09-25,40.734356,-73.984062
B-10-01,40.730703,-73.995821
B-10-02,40.730638,-73.995784
B-10-03,40.730528,-73.995891
B-10-04,40.730394,-73.996009
B-10-09,40.730223,-73.996132
B-12-01,40.725738,-73.972105
B-12-03,40.72263,-73.973001
B-12-05,40.722614,-73.973033
B-12-06,40.722173,-73.97272
B-12-07,40.719379,-73.973504
B-12-08,40.71935,-73.973445
B-12-10,40.724011,-73.97313
B-12-11,40.724608,-73.972841
B-12-12,40.724774,-73.97275
C-14-01,40.715415,-73.989567
C-14-02,40.715484,-73.989299
C-14-03,40.714749,-73.989577
C-14-04,40.71468,-73.989776
C-14-05,40.714846,-73.989679
C-14-06,40.715033,-73.989609
C-14-07,40.715208,-73.989534
C-15-10,40.71174,-73.980539
C-15-11,40.711442,-73.978354
C-16-01,40.714867,-74.000236
C-18-01,40.716335,-74.015612
C-19-04,40.712893,-74.005233
C-19-05,40.712893,-74.005233
C-19-06,40.712922,-74.005147
C-19-07,40.712922,-74.005147
C-19-08,40.713044,-74.005404
C-19-09,40.712836,-74.005662
C-19-10,40.712881,-74.005823
C-19-11,40.712995,-74.005963
C-19-12,40.713044,-74.006242
C-19-14,40.713339,-74.006313
C-19-16,40.71312,-74.006862
C-19-17,40.712872,-74.006878
C-19-18,40.712872,-74.006878
C-20-07,40.704211,-74.015859
C-20-10,40.704171,-74.015242
C-20-11,40.704468,-74.014774
C-20-12,40.704453,-74.014757
C-20-13,40.70442,-74.014741
C-20-14,40.704188,-74.014853
D-21-01,40.725308,-73.942789
D-21-02,40.725511,-73.943609
D-21-03,40.725511,-73.943448
D-21-06,40.725397,-73.944124
D-21-12,40.725364,-73.943512
D-21-13,40.725397,-73.943297
D-21-14,40.725197,-73.943273
D-22-01,40.72167,-73.953364
D-22-02,40.721768,-73.953192
D-22-03,40.721662,-73.953278
D-22-04,40.721857,-73.953139
D-22-08,40.721713,-73.95305
D-22-09,40.721933,-73.953147
D-22-10,40.722283,-73.953115
D-22-11,40.722698,-73.953198
D-22-12,40.722819,-73.952095
D-22-13,40.722966,-73.951987
D-22-14,40.723136,-73.951794
D-22-15,40.723071,-73.951697
D-22-16,40.723006,-73.951655
D-22-17,40.722962,-73.951752
D-22-18,40.722603,-73.951449
D-22-20,40.720606,-73.952769
D-22-21,40.720582,-73.952694
D-22-22,40.720533,-73.95272
D-22-23,40.720488,-73.952806
D-22-24,40.720458,-73.954244
D-22-25,40.720018,-73.953442
D-22-26,40.720026,-73.953652
D-22-27,40.719777,-73.952774
D-22-28,40.720114,-73.952768
D-22-29,40.719944,-73.952505
D-22-30,40.720448,-73.952521
D-22-31,40.720412,-73.952353
D-22-32,40.720372,-73.952326
D-22-33,40.720749,-73.951891
D-22-34,40.721181,-73.951255
D-22-37,40.721315,-73.950943
D-22-40,40.721173,-73.950781
D-22-41,40.721161,-73.950732
D-22-42,40.721124,-73.950797
D-22-43,40.721026,-73.950765
D-22-44,40.719376,-73.952326
13E-AM-1017-05,40.7762126854894,-73.9702676472613
11H-AM-1010-03,40.7725908847499,-73.9683613516225
11D-AM-1010-03,40.7742879599026,-73.9722500196844
20B-PM-1013-05,40.7823507678183,-73.9695063535333
36I-PM-1007-01,40.7919669739962,-73.9532170504865
5C-PM-1010-09,40.7702795904962,-73.9768603630674
7H-AM-1006-05,40.7698124821507,-73.9706105896967
16C-PM-1018-03,40.7787526130321,-73.9703781726172
32A-PM-1013-03,40.7924173263904,-73.9638179439747
17F-AM-1007-07,40.7784859700171,-73.9671130680114
16I-AM-1008-01,40.7764929694457,-73.9649866016038
12I-AM-1013-01,40.7734991420941,-73.9670628558161
25A-AM-1013-04,40.7867352791232,-73.9671786715256
15E-AM-1013-01,40.7769536102488,-73.9692943291611
39G-PM-1013-06,40.7952445999836,-73.9540054100539
29I-PM-1007-01,40.7868659490397,-73.9576530157255
10A-PM-1014-01,40.7753897331918,-73.9756976076707
22F-PM-1014-05,40.7820818516957,-73.9643153920428
12B-AM-1007-01,40.7757957380463,-73.9742073452913
33H-AM-1019-02,40.7902561000937,-73.9565700386162
29C-AM-1007-06,40.7891774637988,-73.9639159298446
31H-PM-1008-02,40.7892508428622,-73.9574648097543
8H-AM-1017-06,40.7705999588222,-73.970252675331
34F-AM-1007-01,40.7918613498407,-73.9579645940414
35C-PM-1013-03,40.7942883045566,-73.9602609920814
2B-PM-1013-01,40.7686905339212,-73.9801666435401
40B-AM-1019-03,40.7982886348696,-73.9584970643213
3E-PM-1008-07,40.7681954366911,-73.9760298241178
14F-AM-1007-05,40.7760432720017,-73.9690175838534
6I-PM-1013-06,40.7690280985956,-73.9704082821356
8B-PM-1012-02,40.7735232648872,-73.9768674812942
3A-PM-1017-06,40.7698885241349,-73.9797084866613
36I-AM-1017-02,40.7923130402793,-73.952819267977
5E-AM-1008-06,40.7692602628745,-73.9745630038492
5F-PM-1007-03,40.7689486657963,-73.9741824992294
16E-PM-1018-06,40.7780143443779,-73.968381325559
13F-AM-1007-02,40.7755898126674,-73.9694240327509
20B-PM-1013-10,40.7828364735236,-73.9689000978955
3A-PM-1017-05,40.7696753655986,-73.9804528867547
33C-PM-1007-03,40.7922645521905,-73.96148483609
38G-PM-1020-09,40.7947639241491,-73.9546654184146
16G-PM-1017-01,40.7768804702473,-73.9667114027214
35A-AM-1014-03,40.7951278622399,-73.9615696577673
28C-PM-1006-01,40.7883840104749,-73.964474836001
22A-AM-1008-05,40.7845301288163,-73.9688454483585
40B-PM-1014-06,40.7980959471034,-73.9578237168359
19C-PM-1018-01,40.7809719445309,-73.9688271202401
15G-PM-1019-05,40.7766043512974,-73.9676410497481
42E-PM-1012-06,40.7982162223764,-73.9541453465817
5A-AM-1006-05,40.7715877863274,-73.9787180870736
41D-AM-1014-01,40.7987384656256,-73.9551539498306
21G-PM-1007-01,40.7813537959435,-73.9641971813967
22F-AM-1007-01,40.7825111950764,-73.9639744005647
38F-PM-1013-05,40.7950689723135,-73.9544007658685
41B-PM-1014-01,40.799368134968,-73.9575986161364
5C-AM-1006-05,40.7705846185121,-73.9764036522984
31A-PM-1017-04,40.7917685404482,-73.9634623418761
42G-AM-1018-03,40.7978449143313,-73.9521110154872
37E-PM-1006-03,40.7948509408039,-73.9570437717691
37E-PM-1006-03,40.7948509408039,-73.9570437717691
37E-PM-1006-03,40.7948792856813,-73.9569670900695
37E-PM-1006-03,40.7948792856813,-73.9569670900695
5C-PM-1010-13,40.7705409315703,-73.9763243383771
15I-AM-1008-01,40.7755181941559,-73.9651754464439
19B-PM-1018-01,40.7815739959357,-73.9700100617602
13D-PM-1018-10,40.776238547063,-73.971905618214
36I-PM-1007-10,40.7922896176936,-73.9530040923555
41B-AM-1010-06,40.7988487300216,-73.9572093760529
40D-PM-1013-01,40.7973923396512,-73.9566346046453
38B-PM-1018-02,40.796382675378,-73.9592038887673
13D-AM-1014-08,40.7763310392591,-73.9712527809516
16G-AM-1010-03,40.7772624641112,-73.9671147090087
40A-AM-1010-03,40.7982597947515,-73.9588660250232
10B-PM-1014-05,40.7748467061969,-73.9746229094643
2F-AM-1006-05,40.7662992317575,-73.9755560786227
20B-AM-1007-01,40.7828208083804,-73.9696433533986
26A-PM-1006-06,40.787896428768,-73.9664711607022
11G-PM-1013-01,40.7728877377977,-73.9694168118643
36I-PM-1007-13,40.7925807808307,-73.9528682507794
7A-AM-1006-01,40.7724665036447,-73.9782417115139
3D-PM-1010-03,40.7684838168207,-73.9768652785664
35D-PM-1013-09,40.793758098573,-73.9590992841423
18G-PM-1013-01,40.7787872561177,-73.9661361310677
6F-PM-1008-01,40.7701304211944,-73.9730750601212
9F-AM-1013-04,40.7720868124544,-73.971970670614
38E-AM-1010-09,40.7951044378207,-73.95621174551
39G-AM-1018-01,40.7952475548048,-73.9532620128307
32G-PM-1013-03,40.7904409912437,-73.9576349321357
4D-PM-1008-11,40.7686351097159,-73.9763430829342
6H-AM-1008-01,40.7694886645194,-73.9714789136757
15D-PM-1017-01,40.7773295419104,-73.9702348982803
16E-AM-1014-03,40.7781658424866,-73.9686056085297
39H-PM-1013-02,40.7949598486683,-73.9522142360388
31A-AM-1010-04,40.7915700446878,-73.9637946878735
9F-PM-1014-02,40.7723889726647,-73.9710991123992
2F-AM-1006-01,40.7670090327736,-73.9756015005821
20F-PM-1007-01,40.7809187761995,-73.9649632550828
35E-PM-1006-01,40.7931529059779,-73.957219204335
9G-AM-1007-04,40.7714534847379,-73.9712308864394
5D-PM-1018-03,40.7701671581939,-73.9758676144255
14F-PM-1012-06,40.7766356226979,-73.969058856545
23F-AM-1018-01,40.7834051716226,-73.963846339804
39A-PM-1014-02,40.7976368003915,-73.9597642778427
13A-PM-1014-03,40.7771035589298,-73.9745691353018
10B-AM-1006-02,40.7744174965072,-73.9748706415584
38B-AM-1019-01,40.7969409510133,-73.9597205966324
40B-AM-1019-02,40.7982737896998,-73.958535640774
35D-PM-1013-04,40.7934123941528,-73.958770180151
19C-PM-1018-04,40.7818038172275,-73.9690828325179
10F-PM-1019-12,40.772473633538,-73.9708775864433
40E-AM-1014-02,40.7970895007931,-73.9553811810434
19B-AM-1019-02,40.7815277479588,-73.9700162034073
41B-AM-1010-07,40.7990973804149,-73.9570528770427
4G-AM-1006-02,40.7681257911523,-73.9735489537928
12F-PM-1007-04,40.7743070423435,-73.9695507965155
3B-AM-1010-08,40.7693708133873,-73.9787105069657
38G-PM-1020-01,40.7941272599797,-73.9537691298752
4D-PM-1008-06,40.7691725326976,-73.9764839973068
3G-PM-1013-01,40.7673662611015,-73.9737773613311
14G-PM-1013-01,40.7754186579647,-73.9679336341793
5C-AM-1006-02,40.7709677983247,-73.9771614686616
42H-AM-1019-02,40.7973106833951,-73.9510747586301
38A-PM-1013-03,40.7973522744237,-73.9598015842806
22C-AM-1013-03,40.7837103696906,-73.9679538163341
36F-PM-1012-04,40.7936055508162,-73.9564724104048
5C-AM-1006-03,40.7709961309457,-73.9770824412252
10F-PM-1019-02,40.7725506006789,-73.9710760196868
5I-PM-1008-01,40.7676902603543,-73.9711298491132
21G-AM-1014-07,40.7809747900833,-73.9638837160341
22B-PM-1014-05,40.7838472644815,-73.968367485157
3D-AM-1006-08,40.7679895093963,-73.9772576561244
3E-PM-1008-03,40.7682404528903,-73.9761209945419
17F-PM-1020-03,40.7787752287055,-73.967181612203
22D-PM-1012-04,40.7839384318554,-73.9665709146738
42G-PM-1014-03,40.7975076299811,-73.9520592496349
2H-AM-1006-02,40.7659963196581,-73.9731498064872
36I-AM-1017-05,40.7924167234441,-73.9527808174534
32B-AM-1017-03,40.7921524868211,-73.9624184586031
37E-PM-1006-04,40.7949401350882,-73.9568343093228
12B-AM-1007-02,40.7758134257881,-73.9741401377844
14A-PM-1014-01,40.7786338379896,-73.9737266070919
9B-PM-1013-07,40.7742035674209,-73.9760942252437
8C-PM-1013-05,40.7725957408841,-73.9758464905133
6B-PM-1017-04,40.7717708794221,-73.9767080512177
5D-AM-1020-02,40.7703573131398,-73.9760256477558
40A-AM-1010-04,40.7982632456866,-73.9590236602085
4E-AM-1020-01,40.7685619029765,-73.9754778808471
2D-PM-1012-02,40.7680931566797,-73.9779805668091
6F-PM-1008-05,40.7694584620114,-73.9733117663541
10B-PM-1014-02,40.7743284123118,-73.9751729403694
3C-PM-1008-02,40.7684918638639,-73.9786339295735
7F-AM-1008-02,40.7703022669308,-73.9726747666002
38D-AM-1017-02,40.7964221087879,-73.9570817579092
10C-PM-1013-04,40.7749628597465,-73.974420668782
26I-PM-1010-02,40.7847591558491,-73.9589627056561
3D-AM-1006-03,40.7684035996758,-73.9773317054464
37H-AM-1018-03,40.7932564163328,-73.9534333425633
6A-AM-1006-06,40.7724769242403,-73.978436117932
32I-AM-1013-05,40.788973931872,-73.9552861155228
2E-PM-1014-05,40.7670538214988,-73.9771069181511
5E-PM-1012-02,40.7696998327247,-73.9754742295091
15F-AM-1007-09,40.7768612676036,-73.968107276769
31F-PM-1007-01,40.7891708599318,-73.9591400366159
8B-PM-1012-03,40.7730786298701,-73.9767191629692
23D-AM-1013-01,40.7844085550945,-73.9661262885099
39H-PM-1013-01,40.794937340845,-73.9521950056404
30B-PM-1019-08,40.7909532437095,-73.9639832886071
4F-PM-1013-04,40.7686520352868,-73.974467903723
35A-AM-1014-05,40.79525566925,-73.9619070229674
5A-PM-1010-01,40.7707526535381,-73.9787796921165
37C-PM-1013-03,40.7960322222949,-73.9587401274261
10G-PM-1017-06,40.7730973282423,-73.9701575891098
37G-PM-1007-07,40.7938937756332,-73.9547336666137
11G-AM-1012-01,40.7731708333242,-73.9691433356733
20A-AM-1010-02,40.7828097939777,-73.9709281471442
15A-PM-1017-01,40.7786640676355,-73.9731113265165
16E-AM-1014-02,40.77809016436,-73.9684254196866
37E-PM-1006-06,40.7947887062326,-73.9560679864426
22C-AM-1013-01,40.7837388390673,-73.9679661308374
16F-PM-1013-02,40.7772529662424,-73.9674069524601
8H-AM-1017-04,40.7705202790525,-73.9696173677837
1G-PM-1010-01,40.7656644063024,-73.9756573579063
20A-PM-1017-01,40.7828893645197,-73.9700691629574
37E-PM-1006-09,40.7944359654227,-73.957342596188
35D-PM-1013-03,40.7937473968735,-73.9586214081667
36I-AM-1017-06,40.7924984810637,-73.9528149779809
3I-PM-1013-07,40.7664227676653,-73.9717425494287
12G-PM-1007-04,40.7741725190048,-73.9695176417703
4D-PM-1008-08,40.7694522315322,-73.9762348224648
39H-AM-1007-02,40.7949231000186,-73.9523001834395
8C-PM-1013-08,40.7724101927821,-73.9750283794865
10I-AM-1010-03,40.7718679848978,-73.9683965841952
32I-AM-1013-01,40.7887305802044,-73.9554095823557
19B-PM-1018-05,40.7820810673532,-73.9696001184129
38C-AM-1019-07,40.796014459571,-73.958356112357
19H-AM-1010-05,40.7790583544252,-73.9646610347972
32D-PM-1006-09,40.7917243850136,-73.960601067176
39G-PM-1013-04,40.7956055442,-73.9539734770934
38G-PM-1020-10,40.7951556603245,-73.9540616660191
12A-PM-1013-04,40.7768690723163,-73.9743990576746
19F-AM-1007-02,40.7797516688844,-73.9659034359706
36E-AM-1013-03,40.7944044592573,-73.9573469787503
32F-AM-1012-01,40.7908135158551,-73.9587879699956
39G-PM-1013-07,40.7959052073753,-73.9534306291679
21E-PM-1012-02,40.7819296887147,-73.9652357279671
14D-AM-1014-03,40.7767695507462,-73.9708969246276
39F-PM-1006-03,40.7954469678857,-73.95448101115
10F-PM-1019-11,40.7731723757869,-73.9705123624953
27A-PM-1006-01,40.7882333830729,-73.9667560049684
6A-AM-1006-03,40.7715896672335,-73.9782351435852
27I-PM-1020-05,40.7852649316039,-73.9583101927652
10A-PM-1014-04,40.7748455340432,-73.9765595553183
14I-PM-1018-05,40.7752456763263,-73.965509576403
1H-AM-1012-01,40.7652585501959,-73.9744960829844
30E-AM-1008-01,40.7889849108637,-73.9605966636226
16A-PM-1019-04,40.7796833353894,-73.9730224561601
8B-PM-1012-06,40.7733240612552,-73.9759432151552
8F-PM-1012-03,40.7715792113505,-73.9724452296309
11E-AM-1013-02,40.7745520717065,-73.9712971568288
37G-PM-1007-09,40.7940915300678,-73.9542990150586
15F-AM-1007-04,40.7767834276767,-73.9689657039917
13E-AM-1017-08,40.7759255131734,-73.9707471099503
14D-AM-1014-10,40.7771924214236,-73.9713330594434
7H-AM-1006-06,40.7698103067062,-73.970540988328
41C-PM-1007-04,40.799035789744,-73.9566751022336
29B-PM-1010-05,40.7900337598704,-73.9639635134738
15B-PM-1017-05,40.7790131966689,-73.9724801784201
18I-AM-1017-03,40.7777291777901,-73.9635658786416
12D-PM-1014-02,40.7753181851766,-73.9716404781264
35E-PM-1006-02,40.7931917396406,-73.9571407991577
32B-AM-1017-04,40.792184861375,-73.9623696148045
38C-AM-1019-01,40.7966120824816,-73.9576035072364
10G-PM-1017-02,40.7720905395472,-73.970315671921
7A-AM-1006-02,40.7725000348875,-73.9781303869038
32I-AM-1013-02,40.788852000621,-73.9556817958407
8C-PM-1013-04,40.7732918122239,-73.9752000129992
13E-PM-1008-10,40.7758322627711,-73.9698817079185
5E-AM-1008-09,40.769499790547,-73.9757001944781
39B-PM-1014-06,40.7978213396921,-73.9584835416846
32D-PM-1006-07,40.7917320450401,-73.9606817053484
8E-PM-1008-01,40.7724155751282,-73.9735946835545
33E-PM-1012-01,40.7912631913057,-73.9588358879692
22C-AM-1013-02,40.7836626717225,-73.968045072743
3B-PM-1007-01,40.7692134727555,-73.979316275899
40E-AM-1014-01,40.7974681522214,-73.9550351380957
8E-PM-1008-08,40.7717179627127,-73.9733966282316
2C-AM-1010-03,40.7676104780657,-73.9790875480358
1B-AM-1012-12,40.7680707516627,-73.9802376131034
38C-PM-1014-06,40.7965525296722,-73.9577212629651
4I-PM-1007-03,40.7667681685356,-73.9719888241794
12G-PM-1007-06,40.7739714023732,-73.9686737866872
9B-PM-1013-10,40.7738473490681,-73.9763433202401
22D-PM-1012-01,40.7825926896917,-73.965862100991
38A-PM-1013-01,40.7973215935416,-73.9597470659927
14F-PM-1012-01,40.7762491903691,-73.9680774548516
1D-AM-1006-09,40.7671937837017,-73.9786603147149
3B-PM-1007-07,40.7689419765393,-73.9787658435198
22G-PM-1018-03,40.7818422357619,-73.9633760173635
27I-PM-1020-01,40.7851491701944,-73.9584024936392
8H-PM-1014-03,40.7708211633861,-73.9698934182612
7I-PM-1013-05,40.7694484997295,-73.9702788578386
35E-PM-1006-03,40.7930844158021,-73.9573604880421
1D-AM-1006-02,40.7669087724668,-73.9777328709928
14H-PM-1012-01,40.7750878657618,-73.9671851611243
14H-AM-1007-04,40.7756361515825,-73.9664630067791
8I-PM-1013-01,40.769737659647,-73.9694630409125
9B-PM-1013-02,40.7738518843446,-73.9756754297747
8B-PM-1012-08,40.773296289824,-73.9756557086441
13B-PM-1008-01,40.7769889953596,-73.9741944367138
21G-AM-1014-02,40.7807994595242,-73.96362827608
10G-PM-1017-08,40.7723689301989,-73.9710116801402
10B-PM-1014-01,40.7746064363227,-73.9757436019432
9B-PM-1013-03,40.7737231427345,-73.9757787135906
34H-AM-1007-01,40.7913335515534,-73.9558474701153
7H-AM-1006-11,40.7697928730791,-73.9702963056917
8E-PM-1008-05,40.7716297491384,-73.9734695768004
4A-PM-1007-03,40.7707837657859,-73.9793952066038
42F-PM-1017-02,40.7977257435263,-73.9525747516914
33E-AM-1014-05,40.791240542172,-73.9589770206691
22F-AM-1007-05,40.782087049693,-73.9642717435966
5F-AM-1007-04,40.7691801644292,-73.9742973420446
13D-PM-1018-08,40.7760799537976,-73.9720887275538
18I-PM-1007-09,40.7778316005464,-73.9641462360541
9F-PM-1014-04,40.7720375135272,-73.9714057327159
12H-PM-1007-04,40.7738535171265,-73.9678774314725
8F-PM-1012-05,40.7713889729739,-73.9725906016474
13E-PM-1008-06,40.7760473872395,-73.9706929341294
21F-AM-1018-02,40.7813829172072,-73.9644293195773
31E-PM-1006-02,40.789911786416,-73.959514034869
19F-PM-1017-01,40.7797243033057,-73.965848283831
6F-PM-1008-06,40.7694500333777,-73.9735750352959
42D-PM-1013-03,40.798525897229,-73.9549135206961
13I-PM-1008-01,40.7742569936186,-73.9661785940531
27A-AM-1008-02,40.7887844904695,-73.9664450399121
24A-AM-1014-01,40.7862652300082,-73.9683041099256
37D-AM-1018-01,40.7948709900016,-73.9579724119943
1D-PM-1007-06,40.7672382282781,-73.9780659679557
13D-PM-1018-02,40.776120280884,-73.9717201378775
36D-AM-1007-01,40.794431473386,-73.9581243021722
7H-AM-1006-15,40.7701011774207,-73.9702721244652
39G-PM-1013-05,40.7955226178199,-73.9540652304705
12F-PM-1007-05,40.7742186391935,-73.9697855573137
8I-AM-1006-08,40.769923269444,-73.9690968160819
12F-AM-1020-06,40.7751110354034,-73.9701481200298
42D-PM-1013-01,40.7987031768001,-73.954482814186
38D-PM-1006-01,40.7956599608798,-73.9569403365847
16A-PM-1019-07,40.7801213843628,-73.9721797824576
4B-AM-1010-03,40.7697758333099,-73.9789952029637
14H-AM-1007-02,40.7756111718355,-73.9666526554772
11I-AM-1012-02,40.7728813350245,-73.9677423154682
7H-AM-1006-04,40.769872094337,-73.971213385696
36A-AM-1018-01,40.7954551238146,-73.9615751148595
2D-AM-1007-06,40.7676321060669,-73.97780296909
6A-PM-1012-04,40.771904101844,-73.978426472499
3D-AM-1006-04,40.7683102295663,-73.9776854797916
40A-PM-1014-06,40.7985003987784,-73.958837574505
1B-PM-1019-06,40.7677455633932,-73.9801007327506
18F-AM-1014-01,40.779136518298,-73.9669432929573
16H-PM-1014-04,40.7764580036287,-73.9657288055011
13D-AM-1014-06,40.7761532088521,-73.9708798496132
33D-PM-1006-02,40.7915857030295,-73.9598340783572
37H-PM-1006-02,40.7933003544685,-73.9533476020736
12H-PM-1007-02,40.7742695912,-73.9677387336667
21F-AM-1018-05,40.7814371834837,-73.9649611089685
1G-AM-1006-02,40.7655231883678,-73.9746918762076
18I-AM-1017-02,40.7776782114981,-73.9638590768396
32B-AM-1017-02,40.7920255189467,-73.963100689807
3D-PM-1010-12,40.7683813358343,-73.9768357173861
35C-PM-1013-02,40.7943724108626,-73.9601486483164
37B-PM-1013-05,40.7964417084985,-73.9597418366664
41D-PM-1014-03,40.7985404965582,-73.954959868822
7D-PM-1010-01,40.7720659696067,-73.9749446629706
7D-PM-1010-01,40.7720659696067,-73.9749446629706
7D-PM-1010-01,40.7719586621003,-73.9748522796455
7D-PM-1010-01,40.7719586621003,-73.9748522796455
8G-PM-1017-01,40.7714145086361,-73.971322876671
4C-PM-1010-06,40.7690453494383,-73.9773821135611
1C-PM-1013-06,40.7678201535968,-73.9793103340869
40G-AM-1007-02,40.7963759240504,-73.952526164386
22G-AM-1018-05,40.7817401292083,-73.9632646049622
23E-PM-1006-01,40.7839611840884,-73.9647284206644
14D-AM-1014-16,40.7769096957616,-73.9709104380323
11H-AM-1010-05,40.7724786961619,-73.9685429060839
19F-PM-1017-04,40.7803011124382,-73.9652584749758
30A-AM-1010-01,40.7908191782173,-73.9650499507011
40D-PM-1013-05,40.7976258458604,-73.9561141662309
11H-AM-1010-04,40.7724510558327,-73.9682803241007
41D-AM-1014-05,40.7978431980204,-73.9553113771098
9C-PM-1006-01,40.7731347452245,-73.9746802194012
35A-AM-1014-04,40.7952875954297,-73.9617612388703
16B-AM-1014-01,40.7794963354254,-73.9718474480919
11A-PM-1013-01,40.7756257458036,-73.9756810453606
38E-AM-1010-07,40.7951124076946,-73.9559677963727
36G-PM-1012-01,40.7933537584624,-73.9549082481152
21F-PM-1018-03,40.7815445841195,-73.9643825381614
21H-AM-1017-02,40.7811302397912,-73.9625416200877
22F-AM-1007-02,40.782693848993,-73.9638526062093
15F-AM-1007-02,40.776599466588,-73.9685227310735
13D-PM-1018-09,40.776085913838,-73.9721670042434
3B-AM-1010-01,40.7688272492961,-73.9792153893146
40B-PM-1014-01,40.7985734105729,-73.9573057686241
41A-PM-1007-03,40.7992194575293,-73.9581982486469
3I-PM-1013-05,40.7659131865172,-73.972467515471
33C-AM-1012-02,40.7924082330328,-73.9615402629655
9B-PM-1013-04,40.773624164826,-73.9756972647636
1C-AM-1012-01,40.7671499997527,-73.9799441493404
3F-AM-1006-09,40.7673618284782,-73.9745227769788
22D-PM-1012-05,40.7833659689194,-73.9659549963516
5C-PM-1010-10,40.7704671295941,-73.9763622269272
9G-PM-1007-05,40.7717074044466,-73.9706360005275
1D-PM-1007-03,40.7668300056094,-73.9783366903829
35A-AM-1014-06,40.7945126358465,-73.9622047677701
42I-PM-1014-03,40.796517007214,-73.9497217674555
10B-PM-1014-03,40.7743391883762,-73.9750992564362
41D-PM-1014-01,40.7980460204041,-73.9556218199258
35A-PM-1013-12,40.7950033150385,-73.9612398509782
2C-PM-1013-08,40.7685079149692,-73.9789126088606
22F-AM-1007-07,40.7827698220703,-73.9646597452128
6A-AM-1006-04,40.7717086090782,-73.97826438139
6A-PM-1012-05,40.7718260288338,-73.9785133301426
37G-PM-1007-03,40.7943086530436,-73.9543323786888
13D-PM-1018-13,40.7760942872488,-73.9712256765283
14B-PM-1014-06,40.7781916780621,-73.9727488640736
7E-PM-1013-05,40.7707167671865,-73.9742804552383
9A-AM-1013-11,40.7743883576247,-73.9769319450348
