squirrel_id,approaches,indifferent,runs_from,watching
4D-PM-1008-03,False,False,True,True
37A-PM-1013-01,False,False,False,True
17F-AM-1007-05,False,True,False,True
10D-AM-1008-01,False,False,True,True
32B-AM-1017-01,False,False,True,True
6A-PM-1012-01,False,False,False,True
9G-PM-1007-03,False,True,False,True
9H-PM-1018-02,False,True,False,True
4D-PM-1008-02,False,True,False,True
14E-PM-1017-05,False,False,True,True
13D-AM-1014-10,True,False,False,True
40G-AM-1007-01,False,True,False,True
8A-AM-1013-06,False,False,True,True
20F-PM-1007-09,True,False,False,True
1H-AM-1012-02,False,False,False,True
8H-PM-1014-09,False,True,False,True
13E-PM-1008-11,False,True,False,True
36H-PM-1008-01,False,True,False,True
37D-PM-1014-08,False,False,True,True
32F-PM-1008-08,False,True,False,True
22H-PM-1007-04,False,False,False,True
2H-AM-1006-03,False,True,False,True
6H-PM-1020-03,False,False,True,True
30B-PM-1019-04,False,False,True,True
19A-PM-1013-01,False,True,False,False
33E-AM-1014-12,False,False,False,False
9I-AM-1014-06,False,True,False,True
9I-PM-1010-04,False,False,True,True
1D-PM-1007-04,False,True,False,True
10G-AM-1006-02,False,False,True,True
4G-PM-1007-01,False,True,False,True
16F-AM-1008-01,True,False,False,True
17F-PM-1020-01,False,False,True,True
22B-PM-1014-07,False,True,False,True
2C-PM-1013-03,False,False,False,True
21F-AM-1018-06,False,False,True,True
35C-PM-1013-05,False,False,False,True
30B-PM-1019-03,False,False,False,True
8A-AM-1013-02,False,False,True,True
11D-AM-1010-05,False,True,False,True
18C-PM-1018-02,False,False,False,True
16D-AM-1007-01,False,False,True,True
3B-AM-1010-10,False,True,False,True
2A-PM-1019-04,False,True,False,True
1B-AM-1012-11,False,True,False,False
16I-AM-1008-04,False,False,False,False
22G-AM-1018-01,False,True,False,True
34H-PM-1006-04,False,False,False,True
30B-PM-1019-02,False,False,True,True
13F-AM-1007-01,False,True,False,True
2F-AM-1006-03,False,False,False,True
8I-PM-1013-05,False,True,False,True
9E-PM-1014-01,False,True,False,False
32I-AM-1013-06,False,True,False,True
10G-AM-1006-09,False,False,True,True
8H-AM-1017-05,False,True,False,True
15B-AM-1014-03,False,True,False,False
41D-PM-1014-04,False,False,False,False
39H-PM-1013-03,True,True,True,True
7C-PM-1020-05,False,False,False,True
32A-PM-1013-01,False,False,False,True
13E-PM-1008-03,False,True,False,True
36B-PM-1013-04,False,False,True,True
13E-PM-1008-09,False,False,True,True
8B-PM-1012-04,False,True,False,True
42D-PM-1013-04,False,True,False,False
1E-AM-1006-02,False,True,False,True
14D-AM-1014-04,True,False,False,True
40B-PM-1014-07,False,True,False,True
38B-PM-1018-01,False,False,False,True
14F-AM-1007-01,False,True,False,True
15B-AM-1014-01,False,False,False,True
27I-PM-1020-02,False,False,False,True
6A-AM-1006-05,False,False,False,True
30I-PM-1006-06,False,True,True,True
41C-AM-1017-02,True,False,False,True
5B-PM-1013-01,False,False,False,True
40C-AM-1017-05,False,False,True,True
31B-PM-1007-01,False,False,True,False
1A-AM-1007-04,False,True,False,True
33D-AM-1017-02,True,False,False,True
3F-PM-1013-07,False,False,True,True
8F-PM-1012-08,False,False,True,True
39C-AM-1017-02,False,True,False,True
2G-PM-1007-01,False,True,False,True
42E-PM-1012-02,False,True,True,True
12F-PM-1007-02,False,True,False,True
14H-AM-1007-03,False,True,False,True
3I-PM-1013-06,False,True,False,True
17I-AM-1014-02,True,False,True,False
34A-PM-1013-04,False,False,False,False
38G-PM-1020-06,False,False,True,True
6G-AM-1008-04,False,False,True,True
11H-AM-1010-07,False,False,True,True
15F-AM-1007-10,False,False,True,True
5B-PM-1013-04,False,False,False,True
7G-PM-1018-02,False,True,False,True
12E-PM-1018-02,False,True,False,False
1E-AM-1006-04,False,False,False,True
15H-PM-1008-04,False,True,False,True
23B-PM-1012-07,False,False,True,True
7H-AM-1006-07,False,True,False,True
13D-PM-1018-12,False,True,False,True
32F-PM-1008-02,False,True,False,True
5B-AM-1008-01,False,True,False,False
10A-PM-1014-02,False,True,False,True
37A-AM-1012-01,False,False,True,False
6C-AM-1007-06,False,False,False,True
1B-AM-1012-14,False,True,False,True
35H-AM-1013-02,False,True,False,False
33E-AM-1014-07,False,True,False,True
1A-PM-1014-07,False,True,False,True
7H-PM-1006-08,True,False,True,True
37H-PM-1006-01,False,False,True,True
23F-PM-1013-02,False,True,False,True
12H-PM-1007-01,False,False,False,True
21H-PM-1018-01,True,False,False,False
35C-PM-1013-06,False,False,False,True
37G-PM-1007-01,False,False,True,True
10D-AM-1008-03,False,False,False,True
12F-PM-1007-01,False,False,True,True
18A-AM-1012-01,False,False,True,True
36C-AM-1014-01,False,False,True,True
36F-AM-1017-02,False,True,False,True
16I-AM-1008-03,False,True,False,True
3H-PM-1014-05,False,True,False,True
14H-PM-1012-02,False,True,False,True
4C-PM-1010-08,False,False,True,True
20B-AM-1007-03,False,False,True,True
3D-PM-1010-07,False,False,False,True
21G-AM-1014-06,False,False,False,True
6E-PM-1010-05,False,True,False,False
41G-AM-1013-02,False,True,False,True
2C-PM-1013-11,False,False,False,True
3A-PM-1017-07,True,False,False,True
13D-PM-1018-06,False,True,False,False
16B-AM-1014-02,False,False,True,True
15H-PM-1008-01,False,False,False,True
16B-PM-1017-02,False,True,False,True
35A-AM-1014-08,False,True,False,True
16G-AM-1010-05,False,True,False,True
4D-PM-1008-07,False,True,False,True
34A-PM-1013-03,False,False,False,True
32D-AM-1013-03,False,True,False,True
1C-PM-1013-04,False,False,False,True
12A-PM-1013-03,False,True,False,False
38E-PM-1014-01,False,True,False,True
23I-AM-1019-01,False,False,False,True
5A-PM-1010-02,False,False,False,True
21F-PM-1018-01,False,False,True,True
6I-PM-1013-05,False,False,False,False
5C-PM-1010-12,False,False,False,True
14G-AM-1012-03,False,False,True,True
18C-PM-1018-06,False,True,False,True
21C-AM-1014-02,False,False,False,True
4B-AM-1010-01,False,True,False,True
14F-PM-1012-05,False,False,False,False
1B-AM-1012-06,False,True,False,True
7A-PM-1007-02,False,False,False,True
35F-AM-1007-01,False,True,False,True
30A-PM-1020-02,False,False,True,True
16E-PM-1018-05,True,False,False,False
1B-PM-1019-09,False,True,False,True
40D-PM-1013-04,False,False,True,True
1A-PM-1014-04,False,True,False,True
40I-PM-1013-01,False,True,False,False
8H-AM-1017-02,False,True,False,True
23F-PM-1013-01,False,False,True,True
9I-PM-1010-01,False,True,False,True
17G-PM-1017-04,False,True,False,True
38I-PM-1014-01,False,False,True,False
1B-PM-1019-01,False,True,False,True
40B-AM-1019-08,False,True,True,True
15G-PM-1019-02,False,False,True,True
1C-PM-1013-02,False,False,False,False
32G-PM-1013-01,False,True,False,True
31A-PM-1017-03,False,False,False,True
22B-PM-1014-06,False,False,False,False
40B-AM-1019-05,True,True,False,True
9B-PM-1013-08,False,True,False,True
22F-AM-1007-04,False,True,False,True
6A-AM-1006-02,False,False,False,True
7I-PM-1013-02,False,False,False,True
36A-AM-1018-02,False,True,False,False
10A-AM-1006-02,False,False,False,True
36A-PM-1013-01,True,False,False,False
28A-PM-1007-01,False,True,False,True
5C-AM-1006-07,False,True,False,True
10G-PM-1017-07,False,True,False,False
38F-PM-1013-01,False,False,False,True
9H-AM-1006-01,False,True,False,True
6F-AM-1006-01,True,False,False,True
15D-AM-1007-06,False,True,False,True
8B-AM-1007-07,False,True,False,False
38G-PM-1020-02,False,True,False,True
22D-PM-1012-06,False,False,True,True
2D-AM-1007-02,False,False,False,True
1C-PM-1013-09,False,False,False,True
33E-AM-1014-04,False,True,False,True
41B-AM-1010-05,False,False,False,True
35D-PM-1013-01,False,True,False,True
5C-PM-1010-07,False,False,False,True
36F-PM-1012-07,False,False,True,True
7G-AM-1010-06,False,True,False,True
21C-AM-1014-01,False,True,False,False
2C-AM-1010-07,False,False,True,False
13E-PM-1008-04,False,False,False,True
6G-AM-1008-01,False,True,False,False
21E-AM-1017-01,False,False,False,True
13D-PM-1018-03,False,True,False,True
3F-AM-1006-07,False,True,False,True
14A-PM-1014-07,False,True,False,True
41E-AM-1007-04,False,True,False,True
21D-PM-1008-06,False,False,True,True
37C-AM-1012-03,False,True,False,True
38C-PM-1014-03,False,False,True,True
5B-PM-1013-02,False,False,False,True
37I-AM-1010-03,False,True,False,True
10I-AM-1010-02,False,False,True,True
7B-AM-1008-15,True,False,False,True
2C-AM-1010-02,False,False,False,True
5C-PM-1010-05,False,False,False,True
16E-PM-1018-07,False,True,False,True
2C-PM-1013-01,False,False,False,True
6H-AM-1008-02,False,True,False,True
31C-PM-1010-03,False,False,True,True
29A-PM-1019-01,False,True,False,True
22E-PM-1014-01,False,False,False,True
40D-PM-1013-06,False,False,True,True
7H-AM-1006-12,False,True,False,True
3A-PM-1017-01,True,False,False,True
1C-PM-1013-07,False,False,False,True
6E-PM-1010-04,False,True,False,False
39D-PM-1012-02,False,False,True,True
36E-PM-1012-01,False,True,False,True
7H-AM-1006-08,True,False,False,True
35D-AM-1019-02,False,False,False,False
4D-PM-1008-12,False,False,True,False
11D-PM-1006-03,True,False,False,True
15G-AM-1008-06,False,False,True,True
33E-PM-1012-05,False,False,False,False
14D-AM-1014-15,True,False,False,True
6I-PM-1013-04,False,False,False,True
3A-AM-1012-02,False,False,True,True
4D-AM-1012-01,False,True,False,True
18I-PM-1007-08,False,True,False,False
10G-AM-1006-04,False,False,False,False
32D-PM-1006-01,False,False,True,True
30I-PM-1006-01,False,False,True,False
3F-PM-1013-01,False,True,False,True
37E-AM-1013-01,False,True,False,True
36H-AM-1010-01,False,True,False,True
42D-AM-1014-03,False,True,False,True
12G-PM-1007-03,False,False,False,True
13D-PM-1018-05,True,True,False,True
34D-PM-1007-01,False,False,True,True
15G-PM-1019-01,False,True,False,True
11E-PM-1012-01,False,True,False,True
38E-AM-1010-05,False,True,False,True
41E-AM-1007-05,False,False,True,True
3C-AM-1007-02,False,True,False,True
2G-PM-1007-03,False,True,False,True
6C-AM-1007-03,False,False,True,True
19H-AM-1010-02,True,False,False,True
26I-PM-1010-01,False,True,False,True
6B-AM-1012-02,False,False,True,False
1G-PM-1010-02,False,False,False,False
30I-PM-1006-07,False,False,True,True
8I-AM-1006-09,False,False,False,True
5G-PM-1010-05,True,False,False,True
13D-PM-1018-07,False,True,False,False
19C-PM-1018-08,False,False,False,True
6B-PM-1017-01,True,False,False,False
32C-PM-1013-07,False,True,False,True
28A-PM-1007-04,False,False,False,False
34E-PM-1006-02,False,False,True,True
7E-PM-1013-02,False,False,True,True
33B-AM-1010-05,False,False,True,True
1B-AM-1012-16,False,True,False,True
32D-AM-1013-01,False,True,False,True
18I-AM-1017-01,False,True,False,True
9A-AM-1013-10,False,False,True,True
37H-AM-1018-04,False,False,True,True
8I-AM-1006-03,False,True,False,True
14D-AM-1014-08,False,True,False,True
32B-PM-1010-04,False,True,False,True
7F-AM-1008-14,False,True,False,False
15C-PM-1017-05,True,False,False,True
38G-PM-1020-05,False,True,False,True
38G-PM-1020-04,False,True,False,True
28B-PM-1010-02,False,False,False,True
36F-AM-1017-03,False,False,True,True
7B-AM-1008-13,False,True,False,True
2A-AM-1010-01,False,True,False,True
38C-AM-1019-10,False,False,True,True
3C-PM-1008-01,False,True,False,False
36A-PM-1013-02,False,True,False,True
9H-AM-1006-02,False,True,False,True
35E-AM-1020-04,False,True,False,False
29A-PM-1019-03,True,False,True,True
19C-PM-1018-03,False,True,False,True
13D-AM-1014-03,False,False,True,True
16C-PM-1018-02,False,True,False,True
18G-AM-1014-01,False,True,False,True
1E-AM-1006-05,False,True,False,True
13G-PM-1008-04,False,True,False,True
9B-PM-1013-05,False,True,False,True
12F-PM-1007-08,False,False,False,True
37C-PM-1013-04,False,True,False,True
5F-AM-1007-01,False,False,False,True
37C-PM-1013-02,False,True,False,True
38C-AM-1019-11,False,False,True,True
1B-PM-1019-04,False,False,False,True
39A-AM-1013-01,False,False,True,True
1A-AM-1007-01,False,True,False,True
41B-AM-1010-02,False,False,False,True
16E-PM-1018-02,False,False,False,True
11A-PM-1013-04,False,False,False,True
17F-AM-1007-03,False,True,False,True
3E-PM-1008-06,False,False,False,True
25I-PM-1007-02,False,False,True,True
24I-AM-1019-01,False,False,False,True
14D-AM-1014-06,False,True,False,True
27I-AM-1007-03,False,True,False,True
6I-AM-1006-01,False,False,True,True
13E-PM-1008-01,False,True,False,True
35C-AM-1007-01,False,False,False,False
33A-AM-1008-01,False,False,False,True
34F-PM-1012-01,False,True,False,True
2E-AM-1010-04,False,True,False,True
3I-PM-1013-02,False,True,False,True
9E-AM-1008-02,False,True,False,True
10B-AM-1006-01,False,False,True,True
14B-PM-1014-03,False,False,True,True
4D-AM-1012-02,False,True,False,True
34C-PM-1012-03,False,True,False,True
4C-PM-1010-03,False,True,False,True
37E-AM-1013-04,False,False,True,True
18H-AM-1018-02,False,False,False,False
28B-AM-1007-01,False,False,False,False
40E-AM-1014-04,False,True,False,False
7H-AM-1006-02,False,True,False,False
11E-PM-1012-05,False,True,False,False
13F-AM-1007-04,False,True,False,True
11E-PM-1012-04,False,True,False,True
39D-PM-1012-03,False,False,True,True
33F-PM-1012-04,False,False,True,True
33A-PM-1018-04,False,True,False,True
37H-PM-1006-06,False,False,False,True
13C-PM-1019-03,False,False,True,True
20F-PM-1007-05,False,False,True,True
22B-AM-1013-05,False,False,False,True
29B-PM-1010-04,False,True,False,True
7H-AM-1006-10,False,True,False,True
13F-PM-1008-02,False,False,True,True
33F-PM-1012-03,False,True,False,True
3A-PM-1017-04,True,False,False,True
37C-AM-1012-02,False,True,False,False
25A-AM-1013-01,False,True,False,False
34A-PM-1013-02,False,False,False,False
38G-PM-1020-03,False,True,False,True
36C-AM-1014-02,False,True,False,True
12E-AM-1017-07,False,False,True,True
2C-PM-1013-12,True,False,False,True
42H-PM-1014-05,False,False,True,True
14B-PM-1014-01,False,False,False,True
12E-AM-1017-05,False,True,False,True
2A-AM-1010-04,False,True,False,True
22B-AM-1013-01,False,False,False,True
39H-AM-1007-03,False,False,False,True
8B-AM-1007-06,False,True,False,True
21H-AM-1017-01,False,False,True,True
6C-AM-1007-01,False,False,False,True
36A-PM-1013-05,False,False,True,True
13E-AM-1017-03,False,False,True,True
11D-PM-1006-01,False,True,False,True
5G-PM-1010-01,False,True,False,True
14B-PM-1014-04,False,False,False,True
13F-PM-1008-04,False,False,False,True
16H-PM-1014-03,True,False,False,True
7G-AM-1010-01,False,True,False,True
5G-AM-1006-01,False,False,False,True
28A-PM-1007-03,False,True,False,False
38G-PM-1020-08,False,True,False,True
39G-PM-1013-02,False,False,False,True
22G-AM-1018-04,False,False,False,True
11D-PM-1006-05,False,True,False,True
16F-PM-1013-06,False,False,True,True
9E-AM-1008-01,True,False,False,True
39G-PM-1013-03,False,False,False,True
26A-PM-1006-01,False,False,True,True
14B-PM-1014-02,False,False,False,True
8I-AM-1006-04,False,True,False,True
19C-PM-1018-06,False,True,False,False
21H-PM-1018-02,False,True,False,True
3D-PM-1010-08,False,False,False,True
39I-PM-1013-04,True,False,False,False
17D-AM-1008-01,False,False,True,True
6E-PM-1010-02,False,True,False,True
10A-PM-1014-03,False,True,False,False
10H-AM-1014-01,False,False,False,True
40B-AM-1019-06,False,False,True,True
13D-PM-1018-04,False,True,False,False
31D-PM-1006-03,False,True,False,True
18I-PM-1007-07,False,True,False,True
18F-PM-1008-01,False,True,False,True
33E-PM-1012-04,False,False,False,False
3B-AM-1010-03,False,False,True,False
1D-AM-1006-01,False,False,False,True
6A-PM-1012-03,False,False,False,True
8I-PM-1013-02,False,True,False,True
1D-AM-1006-06,False,False,False,False
3F-AM-1006-06,False,True,False,True
7H-AM-1006-09,True,False,False,True
32A-PM-1013-08,False,True,False,True
27I-AM-1007-01,False,False,True,True
31A-PM-1017-02,False,False,False,True
15D-PM-1017-02,False,True,False,True
1B-AM-1012-13,False,True,False,True
4C-PM-1010-12,False,False,False,True
16F-PM-1013-05,False,False,True,True
41E-PM-1013-03,False,False,False,True
34A-AM-1012-02,False,True,False,True
20F-PM-1007-08,False,False,True,True
8E-AM-1013-02,False,True,False,True
6B-AM-1012-01,False,True,False,True
4C-PM-1010-07,False,True,False,True
14C-PM-1006-01,False,False,True,True
1B-PM-1019-08,False,True,False,True
21A-AM-1019-04,False,True,False,True
38C-PM-1014-05,False,False,True,False
36A-PM-1013-04,False,True,False,False
14C-PM-1006-03,False,True,False,True
2B-PM-1013-05,False,False,False,False
8I-AM-1006-01,False,True,False,True
34B-PM-1007-01,False,True,False,True
40B-AM-1019-04,True,True,False,True
31H-PM-1008-05,False,False,True,True
16F-AM-1008-02,False,False,False,True
4E-AM-1020-02,False,True,False,False
4B-AM-1010-04,True,False,False,True
2F-AM-1006-04,False,True,False,True
42D-PM-1013-02,False,True,False,False
42D-AM-1014-02,False,True,False,True
14A-PM-1014-05,False,True,False,True
14F-PM-1012-09,False,True,False,True
39F-PM-1006-04,False,False,True,False
18I-PM-1007-01,False,True,False,False
2A-AM-1010-07,False,False,False,True
38E-AM-1010-01,False,True,False,True
21G-PM-1007-03,False,True,False,True
3F-AM-1006-04,False,False,True,True
8D-PM-1007-03,False,False,True,True
22G-AM-1018-03,False,False,True,True
8E-AM-1013-01,False,False,True,True
35A-PM-1013-09,False,False,True,True
1I-PM-1012-02,False,False,True,True
26I-PM-1010-03,False,True,False,True
7H-AM-1006-01,False,True,False,False
36I-PM-1007-11,False,False,True,True
41D-PM-1014-02,False,False,True,True
7I-PM-1013-04,False,False,False,True
14A-PM-1014-04,False,True,False,False
8E-PM-1008-06,False,False,False,True
2C-PM-1013-07,False,False,False,True
10A-AM-1006-01,True,False,False,False
42I-PM-1014-02,False,False,True,True
21A-AM-1019-01,False,False,False,True
19B-PM-1018-04,False,False,False,True
40D-PM-1013-07,False,False,True,True
8I-AM-1006-07,False,True,False,True
4A-PM-1007-05,False,True,False,True
5E-AM-1008-02,True,False,False,True
38E-AM-1010-10,False,False,True,False
17D-AM-1008-04,False,True,False,True
9E-AM-1008-03,False,True,False,True
18H-PM-1014-01,False,True,False,True
2G-PM-1007-02,False,True,False,False
14F-PM-1012-03,False,False,False,True
9I-PM-1010-06,False,True,False,True
22I-AM-1007-01,False,True,False,True
29B-PM-1010-03,True,False,False,True
37E-PM-1006-05,False,True,False,True
37B-PM-1013-02,False,True,False,True
18I-PM-1007-03,False,False,False,True
23F-PM-1013-03,False,True,False,True
1C-PM-1013-01,True,False,False,True
18E-PM-1006-01,False,False,False,True
39A-PM-1014-03,False,True,False,False
4E-PM-1008-07,False,True,False,True
41E-PM-1013-01,False,True,False,True
19B-PM-1018-02,False,True,False,True
32D-AM-1013-05,False,True,False,True
31B-PM-1007-02,False,False,True,False
19A-PM-1013-06,False,False,True,True
37E-PM-1006-01,False,True,False,True
21H-PM-1018-04,True,False,False,True
9A-AM-1013-05,False,True,False,True
36B-AM-1013-01,False,False,True,True
35A-AM-1014-02,False,True,False,True
4C-AM-1006-04,False,True,False,True
34I-AM-1012-04,False,True,False,True
3A-PM-1017-02,False,False,False,True
9B-AM-1010-02,False,False,True,True
1B-AM-1012-02,False,True,False,True
12E-AM-1017-02,False,True,False,True
40D-AM-1013-02,False,True,False,True
7F-PM-1012-02,False,False,False,True
32F-AM-1012-02,True,False,True,False
2B-AM-1010-05,False,True,False,True
14I-PM-1018-04,True,False,False,True
9I-AM-1014-08,False,False,False,True
10H-PM-1007-01,False,True,False,True
2C-PM-1013-05,False,False,False,True
4A-PM-1007-04,False,True,False,True
37I-AM-1010-05,False,False,True,True
38E-PM-1014-05,False,True,False,False
12H-PM-1007-07,False,False,True,True
35B-AM-1010-03,False,True,False,True
17I-AM-1014-01,False,True,False,True
41B-AM-1010-10,False,False,False,True
8E-PM-1008-02,False,False,False,True
33F-PM-1012-01,False,True,False,True
8I-AM-1006-05,False,True,False,True
15H-AM-1013-03,False,True,False,True
40D-AM-1013-03,False,True,False,True
11A-PM-1013-02,False,True,False,True
14B-PM-1014-07,False,False,False,True
19F-PM-1017-05,False,False,True,True
3F-AM-1006-13,True,False,False,True
31E-PM-1006-08,False,True,False,True
38C-AM-1019-05,False,False,True,True
38C-AM-1019-03,False,False,True,True
40B-PM-1014-08,False,True,False,True
2E-AM-1010-05,False,True,False,True
36C-AM-1014-04,False,False,True,True
3D-PM-1010-14,False,False,False,False
6G-AM-1008-06,False,True,False,True
14F-PM-1012-08,False,True,False,True
38I-PM-1014-03,False,True,True,True
12E-AM-1017-06,False,True,False,True
9H-AM-1006-03,False,True,False,True
30A-PM-1020-04,False,False,True,True
34C-PM-1012-02,False,True,False,True
38F-PM-1013-02,False,False,False,True
4G-AM-1006-05,False,True,False,False
13A-AM-1017-05,False,True,False,True
14D-AM-1014-13,False,True,False,True
13D-PM-1018-11,False,True,False,True
8I-AM-1006-10,False,False,True,True
13D-AM-1014-07,False,True,False,True
2E-AM-1010-07,False,True,False,True
7I-PM-1013-07,False,False,False,False
31I-PM-1019-03,False,False,True,True
4B-AM-1010-05,False,False,False,False
14D-AM-1014-05,False,True,False,True
40B-AM-1019-01,False,True,False,True
8E-PM-1008-04,False,True,False,True
33E-AM-1014-06,False,False,True,True
1A-AM-1007-02,False,True,False,True
33E-PM-1012-06,False,False,False,False
22D-PM-1012-02,False,True,False,True
20B-AM-1007-02,True,False,False,True
15E-AM-1013-04,False,False,True,True
35E-AM-1020-01,False,True,False,True
7H-AM-1006-16,False,True,False,True
7G-AM-1010-07,False,False,True,True
31E-PM-1006-06,False,True,False,True
17B-AM-1010-02,False,True,False,True
4C-PM-1010-14,False,False,False,False
31C-PM-1010-01,False,False,True,True
9G-PM-1007-04,False,False,False,True
4C-PM-1010-16,False,True,False,True
40H-AM-1017-01,False,False,True,True
21B-PM-1017-03,False,False,False,True
8C-PM-1013-03,False,True,False,True
1I-PM-1012-01,False,False,True,True
15F-AM-1007-07,False,True,False,True
24A-AM-1014-02,False,False,False,True
19F-PM-1017-07,False,True,False,True
1D-PM-1007-02,False,True,False,True
36B-PM-1013-01,False,True,False,True
3B-AM-1010-05,False,True,False,True
8B-PM-1012-09,False,False,True,True
22H-PM-1007-03,False,True,False,True
2C-PM-1013-10,False,False,False,True
4I-AM-1006-02,False,True,False,True
2B-AM-1010-08,False,True,False,True
5F-AM-1007-03,False,False,False,True
12H-PM-1007-06,False,False,False,True
2E-PM-1014-03,False,True,False,True
3E-AM-1006-07,False,False,False,False
6C-AM-1007-07,True,False,True,False
19D-PM-1008-03,False,True,False,True
39E-PM-1013-01,False,False,True,True
30B-PM-1019-01,False,False,True,True
15C-PM-1017-04,True,False,False,True
37G-AM-1014-06,False,True,False,True
5E-PM-1012-06,False,False,True,True
38E-PM-1014-02,False,True,False,True
14I-PM-1018-03,False,True,False,True
36I-PM-1007-12,False,False,False,True
14A-PM-1014-03,False,True,False,False
38I-AM-1019-01,False,True,False,True
4E-PM-1008-06,False,True,False,True
38E-AM-1010-08,False,True,False,True
3H-PM-1014-02,False,False,True,True
38B-AM-1019-02,False,True,False,True
20C-PM-1018-07,False,False,False,True
3F-AM-1006-05,False,False,True,True
1G-AM-1006-03,True,False,False,True
14D-PM-1019-09,False,False,True,True
6I-PM-1013-01,False,True,False,True
38F-AM-1018-02,False,True,False,True
10C-PM-1013-01,False,False,True,True
10F-PM-1019-07,False,True,False,True
7G-PM-1018-01,False,True,False,True
10I-AM-1010-04,False,True,False,True
12F-PM-1007-13,False,True,False,True
21B-AM-1019-03,False,True,False,True
4C-PM-1010-02,False,True,False,True
12F-PM-1007-06,False,True,False,True
36I-AM-1017-01,False,False,True,True
3D-PM-1010-11,False,False,False,True
31F-PM-1007-03,False,False,True,True
2B-PM-1013-09,False,False,False,True
21B-PM-1017-02,False,False,False,True
29C-PM-1006-01,False,False,False,True
29C-AM-1007-04,True,False,False,True
2F-AM-1006-02,False,True,False,True
5E-AM-1008-05,False,True,False,True
37G-AM-1014-01,False,True,False,True
5H-AM-1007-01,False,False,False,True
20F-PM-1007-14,False,True,False,True
35D-PM-1013-02,False,True,False,True
13H-AM-1013-01,False,True,False,True
41C-AM-1017-03,False,True,False,True
35H-AM-1013-01,False,False,True,True
39G-PM-1013-01,False,False,False,True
5E-PM-1012-05,True,False,False,True
5F-PM-1007-06,False,True,False,False
35C-AM-1007-02,False,False,True,True
30B-PM-1019-05,False,False,True,False
10I-PM-1013-01,False,False,True,True
20G-PM-1013-02,False,False,True,True
4A-PM-1007-02,False,True,False,True
2A-PM-1019-02,False,False,False,True
6F-PM-1008-02,False,False,False,False
41E-PM-1013-04,False,True,False,True
20F-PM-1007-06,False,True,False,True
9F-PM-1014-01,False,False,False,True
8C-PM-1013-06,False,True,False,True
20G-PM-1013-03,False,False,True,True
13F-AM-1007-03,False,False,True,True
14F-AM-1007-04,False,True,False,True
33A-PM-1018-02,False,False,False,True
35G-AM-1007-02,False,True,False,True
38D-PM-1006-02,False,True,False,True
4E-PM-1008-01,False,True,False,True
4C-PM-1010-01,False,True,False,True
38C-AM-1019-09,False,False,True,True
37D-AM-1018-02,False,True,False,True
22B-PM-1014-01,False,False,False,True
6G-AM-1008-03,False,True,False,True
10D-PM-1008-01,False,True,False,True
6A-AM-1006-01,False,False,False,True
13B-PM-1008-02,False,True,False,True
40B-AM-1019-07,False,True,True,True
41B-PM-1014-03,False,False,False,True
40C-AM-1017-03,False,True,False,False
5B-AM-1008-02,False,True,False,True
31E-PM-1006-05,False,True,False,True
4C-PM-1010-10,False,False,False,True
34H-PM-1006-07,False,False,True,True
39H-AM-1007-04,False,False,False,True
32F-AM-1012-05,False,False,False,True
6D-AM-1008-01,True,False,False,True
11H-AM-1010-06,False,True,False,True
37I-PM-1006-01,False,True,False,True
29B-PM-1010-01,False,True,False,False
35C-PM-1013-04,False,False,True,True
35D-PM-1013-05,False,True,False,True
8I-PM-1013-07,False,True,False,True
2C-PM-1013-04,False,False,False,True
40A-PM-1014-01,False,True,False,True
36F-PM-1012-01,True,False,False,True
40B-PM-1014-03,False,True,False,True
13D-AM-1014-11,False,True,False,True
14H-PM-1012-08,False,True,False,True
22H-PM-1007-02,False,True,False,True
22B-PM-1014-02,False,False,False,True
4F-PM-1013-01,True,False,False,True
41I-AM-1018-01,False,False,False,True
19D-AM-1007-02,False,False,False,True
14D-AM-1014-14,False,True,False,True
20F-PM-1007-02,False,False,True,False
18G-AM-1014-03,False,True,False,True
2B-PM-1013-03,False,False,False,True
21F-AM-1018-03,False,False,True,False
5C-AM-1006-01,True,False,False,True
42C-PM-1013-02,False,True,False,True
9F-PM-1014-08,False,False,False,True
22G-PM-1018-02,False,True,False,True
40D-AM-1013-04,False,True,False,True
34I-AM-1012-02,False,False,True,False
11B-PM-1014-06,False,True,False,False
12D-PM-1014-01,False,True,False,True
1A-PM-1014-03,False,False,True,True
33E-AM-1014-08,False,True,False,True
32F-AM-1012-07,False,False,False,True
15G-AM-1008-01,False,True,False,True
13D-AM-1014-04,False,True,False,True
38D-PM-1006-04,False,False,True,True
31D-AM-1014-05,False,False,True,True
33B-PM-1010-04,False,True,False,True
40F-PM-1006-03,False,True,False,True
9A-AM-1013-03,False,True,False,True
1D-AM-1006-07,False,False,False,True
3G-PM-1013-02,True,False,False,False
42E-PM-1012-03,False,True,False,True
17G-PM-1017-03,False,True,False,True
35A-PM-1013-02,False,False,True,True
24A-PM-1007-05,False,False,False,True
18I-PM-1007-06,False,True,False,False
15D-PM-1017-05,False,True,False,True
30B-PM-1019-06,False,False,True,True
17F-AM-1007-06,False,True,False,True
19B-PM-1018-03,False,False,False,True
36F-AM-1017-05,False,False,False,False
20B-PM-1013-07,False,True,False,True
38I-PM-1014-02,False,False,True,False
30I-PM-1006-05,True,False,False,True
30A-PM-1020-01,False,False,False,True
42E-PM-1012-01,False,False,False,True
35F-PM-1012-03,False,False,True,True
